Pat_surn	Pat_fore
Heneage	Finch
Heneage	George
Heneage	George Heneage Walker
Heneage	George Robert
Heneage	Georgius
Heneage	John Walker
Heneage	Robert
Heneage	Thomas
Heninge	Henricus
Heninge	Richard
Henley	Anthony
Henley	Antonius
Henley	Catherine
Henley	Henricus
Henley	Henry Cornish
Henley	Henry Hoste
Henley	Joseph
Henley	Joseph Warner
Henley	Robert
Henley	Robert, Rt. Hon.
Henley	Robertus
Henley	S
Henley	Samuel
Henley	Thomas
Henley Grammar school	
Henley in Arden, Brethren and Chapel War	
Henley in Arden, High Bailiff	
Henley in Arden, Inhabitants	
Henllan Amgoed, Free Tenents	
Henllan Amgoed, inhabitants	
Henly	John
Henly	Thomas
Henly	William
Hennage	Georgius
Hennage	Thomas
Hennam	Thomas
Henneage	George
Henneage	Georgius
Henneage	Willimus
Hennege	George
Hennege	Georgium
Hennege	Thomam
Hennege	Thomas
Henniken	Augustus Brydges
Henniker	Ann
Henniker	Augustus Bridges
Henniker	Augustus Brydges
Henniker	John
Henniker	John Henniker Major
Henniker	John Minet Henniker Major
Henning	Edmund
Henning	Edmundus
Henning	Henricus
Henning	John
Henningham	Mary
Hennynge	Henricus
Henpey	William
Henrdrye	Richardus
Henrici	
Henricus	
Henricus	Dorchester
Henrison	Gilbertus
Henrison	Willimus
Henry	k
Henry	
Henry	
Henry	Carrington
Henry	George
Henry	Gough
Henry	Henry
Henry	Johannes
Henry	John
Henry	King
Henry	Ryder
Henry	William
Henry	William Henry
Henry Jones	Matthew
Henry VIII	
Henry Windham Quin	Windham
Hensey	Johannes
Henshall	John
Henshaw	Carolus
Henshaw	John
Henshaw	Thomas
Hensleigh Allen	John
Henslow	Radulphus
Henslowe	Ralph
Henslowe	Thomas
Hensman	John
Hensman	Joseph
Henson	Georgius
Henvill	Francis Phipps
Henvill	Richard
Henvill	Robert Elmer
Henville	Charles Brune
Henwell	Charles Brune
Henworth	William
Henworth	Willimus
Henzell	Mosis
Heptonstall Free School, "Fidei com[m]issarios"	
Hepworth	James
Hepworth	John
Hepworth	Joseph
Hepworth	Joshua
Hepworth	William
Herbert	
Herbert	Ann
Herbert	Caroline Robert
Herbert	Charles
Herbert	Edvardi
Herbert	Edward
Herbert	Edwardus
Herbert	Eliza
Herbert	Elizabeth
Herbert	Franciscus
Herbert	George
Herbert	Georgius
Herbert	Guilielmus
Herbert	Gulielmi
Herbert	Gulielmus
Herbert	Hebnricus
Herbert	Henricus
Herbert	Henry
Herbert	Henry Morley
Herbert	Jacobus
Herbert	James
Herbert	Jana
Herbert	Johannes
Herbert	Johanni
Herbert	Johes
Herbert	Judith
Herbert	not given
Herbert	P.
Herbert	Penelope
Herbert	Philippum
Herbert	Richard
Herbert	Richardus
Herbert	Richus
Herbert	Robert
Herbert	Robert  Caroline
Herbert	Robert Sawyer
Herbert	Sidney
Herbert	Thomas
Herbert	Vere
Herbert	William
Herbert	Willimus
Herbert de Ragland	Henricus
Herbert of Ragland	Henry
Herbert Perrot	Parkington
Herberte	Jacobus
Herberte	Johannes
Hercy	Johannes
Hercye	Henricus
Hercye	Johannes
Herd	Henry
Herdson	Thomas
Hereford	Herbert
Hereford	
Hereford	Augustine
Hereford	Augustinus
Hereford	Benjamin
Hereford	Charlotte
Hereford	dni Leicester
Hereford	Edward
Hereford	Edward Devereux
Hereford	Edwardus
Hereford	Elizabeth
Hereford	Elizabetha
Hereford	Elizabethae
Hereford	Foliot
Hereford	Folliot
Hereford	Folliott
Hereford	Francis
Hereford	Franciscus
Hereford	George
Hereford	George Isaac
Hereford	Georgius
Hereford	Gilbert
Hereford	Harbertus
Hereford	Henricus
Hereford	Henrietta Charlotte Tracy
Hereford	Henry
Hereford	Herbert
Hereford	Herberti
Hereford	Humphrey
Hereford	James
Hereford	Johannes
Hereford	John
Hereford	Leicestris
Hereford	Leicestrum
Hereford	Leister
Hereford	Matheus
Hereford	Nicholas
Hereford	Nicholaus
Hereford	not given
Hereford	Philip
Hereford	Phillip
Hereford	Price
Hereford	Price Devereux
Hereford	Pryce
Hereford	Richard
Hereford	Robert
Hereford	Theophilus
Hereford	Walterus
Hereford Cathedral Dean and Chapter	
Hereford Cathedral, College of Vicars Ch	
Hereford Cathedral, custos and vicars	
Hereford Cathedral, custos and vicars of	
Hereford Cathedral, Dean & Chapter	
Hereford Cathedral, Dean and Chapter	
Hereford Cathedral, Warden and Vicars Ch	
Hereford Dean	
Hereford Dean & chapter	
Hereford Dean and Chapter	
Hereford,	
Hereford, Archdeacon and Chapter	
Hereford, Custos & Vicars	
Hereford, Custos & Vicars Choral	
Hereford, Custos and College of Vicars C	
Hereford, DD, Warden of St.Mary's Colleg	George Isaac
Hereford, Dean & Chapter	
Hereford, Dean and Chapter	
Hereford, Dean and Chater	
Herefordiae	Edwardum
Hereforfd	James
Herefrod	James
Herenden	Millicent
Herfeord	
Herford	
Herford	John
Hergill	Henry
Hering	Elan
Hering	Ricardus
Heringe	Ricardus
Heringe	Simones
Herman alias Le Grose	Carolus
Herne	Anne
Herne	Clementem
Herne	Elizaberhe
Herne	Francis
Herne	Frederick
Herne	Fredericus
Herne	John Buckworth
Herne	Josephi
Herne	Nicholaus
Herne	Richardus
Herne	Roberti
Herne	William
Herniker	John
Heron	Abigail
Heron	Edwardus
Heron	George
Heron	Henrici
Heron	Henricum
Heron	Henricus
Heron	Henry
Heron	Jacobus
Heron	Patrick
Heron	Robert
Heron	Thomas
Heron	William Henry
Heronden	Henry
Herrich	Thomas
Herriis	Bridget
Herring	
Herring	Annabella
Herring	Athanasius
Herring	Mariam
Herring	Ricus
Herring	Robertus
Herring	Rogerus
Herring	Thomas
Herring	William
Herringham	Anne
Herringham	John
Herringham	William
Herris	Arthurus
Herris	Bridgettae
Herris	Cranmer
Herris	Willimus
Herrison	Johannes
Herrys	Henricus
Hert	Richardus
Herte	Carolus
Hertford	
Hertford	Edward
Hertford	Edward
Hertford	Edwardus
Hertford	Francis Ingram Seymour Conway
Hertford	Francis Seymour Conway
Hertford	Francisca
Hertford	Gulielmus
Hertford	Isabella Ann
Hertford	Isabella Ann ingram Seymour Conway
Hertford	Isabella Anne Seymour Conway
Hertford	Williamus
Hertford	Willielmus
Hervey	Arthur
Hervey	Edward
Hervey	Elizabeth
Hervey	Felton Elwill Bathurst
Hervey	Frederick
Hervey	Frederick William
Hervey	James
Hervey	Joannis
Hervey	Johannes
Hervey	Johannis
Hervey	Thomas
Hervey Neve	Frederick
Herving	William
Hervy	William
Heselfoot	Robert
Heselrige	Arthur
Heselrigg	Thomas
Hesilige	Arthur
Hesilrig	Thomas
Hesilrige	Thomas
Hesketh	Alexandri
Hesketh	Alexandrus
Hesketh	Bold Fleetwood
Hesketh	Gabriel
Hesketh	Gabrielus
Hesketh	Guilielmus
Hesketh	Hugo
Hesketh	Peter
Hesketh	Peter Fleetwood
Hesketh	Robert
Hesketh	Roger
Hesketh	Thomas
Heskins	Thomas
Heskyn Free Grammar School, governors	
Hesleden	Thomas
Hesleden	William
Heslop	Joannes
Heslop	Luke
Heslop	William
Heslopp	Johannes
Hester	Johannes
Hester	John
Hesyer	Edward
Hetche	Margarete
Hethe	Robertus
Hethecote	Willimus
Hetherington	George
Hetherington	James
Hetherington	Jeffrey
Hetherington	Joseph
Hethersett	Sarah
Hetly	Henry
Heton	Thomas
Hett	William
Heuslie	Henricus
Heveingham	Williamus
Heveningham	Gulielmus
Hever	Richard
Hevill	Georgius
Hevin	William
Hewar	Laurentius
Hewar Oxburgh	Laurentium
Hewen	William
Hewer	Elizabeth Edgely
Hewer	Elizabeth Edgley
Hewer	George
Hewer	Gulielmus
Hewer	Hewer Edgley
Hewer alias Over	
Hewet	George
Hewet	Georgius
Hewet	Neale
Hewetson	John
Hewett	Dorothea
Hewett	Francis
Hewett	Georgius
Hewett	Henry
Hewett	John
Hewett	John Short
Hewett	Maria
Hewett	Michael
Hewett	Nele
Hewett	William
Hewgill	Francis
Hewgill	Henry
Hewgill	James
Hewish	Guilielmus
Hewit	Johannes
Hewit	John
Hewit	Nele
Hewit	William
Hewitt	Charles
Hewitt	George
Hewitt	Humphredis
Hewitt	John Dyer
Hewitt	Margaret
Hewitt	Nele
Hewitt	Radolphus
Hewitt	Richard
Hewitt	Thomas
Hewitt	Williamum
Hewlett	John
Hewson	Johannes
Hewson	Samuel
Hewson	William
Hewthwayte	John
Hexham Free Grammar School, Trustees	
Hey	Esther
Hey-Dighton	Francis
Heyborne	Elizabeth
Heydon	Anna
Heydon	Dorothee
Heydon	Francisci
Heydon	Franciscus
Heydon	Henricus
Heydon	Johannes
Heydon	Johannis
Heydon	Robertus
Heydon	Robt
Heydon	Susan
Heydon	Thome
Heyes	John Lea
Heyes	Thomas
Heyes	Thomass
Heyes	Willielmus
Heyhoe	Charles Grigson
Heyhoe	Grigson
Heyhoe	Jermyn
Heyhoo	Robertus
Heylin	Roland
Heylin	Rowland
Heylocke	Annam
Heylocke	Johannem
Heylyn	Rolandus
Heyman	Lodovicus
Heyne	Anna
Heynes	Henricus
Heynes	Roland
Heynes	Simonis
Heynes	Simonus
Heyrick	Samuel
Heyrick	Samuelis
Heyrick	Tobias
Heys	Thomas
Heysell	John
Heysham	Giles Thornton
Heysham	John
Heysham	Robert Thornton
Heysham	Robertus
Heyter	John
Heytesbury	William
Heyward	Georgius
Heyward	Henricus
Heyward	John
Heywood	A
Heywood	Eleazer
Heywood	Francis
Heywood	Johannes
Heywood	Johes
Heywood	John Pemberton
Heywood	Michael
Heywood	Rachel
Heywood	Robertus
Heywood alias Jonson	Christopher
Hibberd	William
Hibbins	Jeremia
Hibbins	Jeremiah
Hibgame	Edward
Hibyame	Edward
Hicke	William
Hicken	William
Hickeringill	Elizabeth Deborah
Hickeringill	Mary
Hickeringill	Thomas
Hickes	Daniel
Hickes	George
Hickes	John
Hickes	John Heathfield
Hickes	Michael
Hickes	Nicholas
Hickes	Nicholaum
Hickes	Nichs.
Hickes	Nicolaus
Hickes	Richardus
Hickes	Susannah
Hickes	Willimus
Hickford	Jacobus
Hickin	William
Hickin	John
Hickin	William
Hickington	Peter
Hickins	John
Hicklinge	Willimus
Hicks	Ann
Hicks	Francis
Hicks	Horo
Hicks	How
Hicks	Howe
Hicks	James
Hicks	Jane
Hicks	John
Hicks	Mary
Hicks	Robertus
Hicks	William
Hicock	Walter
Hide	Alexander
Hide	Alexandrus
Hide	Barnabus
Hide	Barnard
Hide	Barnardus
Hide	Bernar
Hide	Bernardi
Hide	Bernardus
Hide	Edward
Hide	Edwardus
Hide	Elizabeth
Hide	Fredericus
Hide	Gulielmus
Hide	Herbert
Hide	Humfridus
Hide	Leonard
Hide	Nicholas
Hide	Richardus
Hide	Robertus
Hide	Thomas
Hide	William
Hide	Willimus
Hider	Henricus
Hieron	John
Hieron	Samuel
Hiett	Thomas
Higdon	Richardus
Higdon	Willelmum
Higford	Guilielmus
Higford	Gulielmum
Higford	Gulielmus
Higford	Gulus
Higford	Henricus
Higford	Henry
Higford	Johannes
higford	johes
Higford	John
Higford	Mercy
Higford	William
Higges	Thomas
Higgins	Jacobus
Higgins	James
Higgins	Johannes
Higgins	Petrus
Higgins	William Higgins
Higgins	Williamus
Higgins	Willielmus
Higginson	Edmund
Higginson	Henry Montagu
Higginson	Thomas
Higginson	William
Higgon	John
Higgs	Carolus
Higgs	John
Higgs	William
Higgs	Willielmus
Higgs Barker	William
High	Johannes
High Court of Parliament	
Higham	Johannes
Higham	John
Higham	William
Highelord	Johannes
Highgate Free school	
Highgate Free school, governors of	
Highmore	Nicholaus
Higman	John Philips
Hignett	Samuelis
Hil	Richardus
Hil	Waterus
Hilborne	Georgius
Hildersden	Gulielmus
Hilderson	Richard
Hilderson	William
Hildesley	Mark
Hildgard	Robert
Hildiard	Christopherus
Hildyard	Anne Catherine
Hildyard	Christopher
Hildyard	Chroferus
Hildyard	Estheram
Hildyard	Isabell
Hildyard	Isabella
Hildyard	Robert
Hildyard	Robert D'Arcy
Hildyard	Robertum
Hildyard	Thomas Blackborne
Hill	
Hill	Alexandrus
Hill	Benjamin
Hill	Daniel
Hill	Edmundi
Hill	Edvardus
Hill	Edwardus
Hill	Elizabeth
Hill	Fran'cus
Hill	Fran:
Hill	Franciscus
Hill	George
Hill	Georgius
Hill	Grace
Hill	Gulielmus
Hill	Henricus
Hill	Henry William
Hill	Herbert
Hill	Humfridus
Hill	Johannem
Hill	Johannes
Hill	Johes
Hill	John
Hill	John Bartlett
Hill	Joseph
Hill	Lancelot
Hill	Lucy
Hill	Mary
Hill	Nathaniel
Hill	Noel
Hill	Osmundus
Hill	Ricardi
Hill	Ricardus
Hill	Rich'us
Hill	Richard
Hill	Richard Johnson
Hill	Richard Noel
Hill	Richardi
Hill	Richardum
Hill	Richardus
Hill	Richus
Hill	Rob
Hill	Robert
Hill	Robertus
Hill	Rogerus
Hill	Roland
Hill	Rolandi
Hill	Rolandus
Hill	Rowkandi
Hill	Rowland
Hill	Rowlandddd
Hill	Rowlandum
Hill	Sam'l
Hill	Samuel
Hill	Samuelus
Hill	Sarah
Hill	Simonus
Hill	Susan
Hill	Thomas
Hill	Valentine
Hill	Waldron
Hill	Walter
Hill	Walterus
Hill	Willielmus
Hill	Willimus
Hillary	Richardus
Hiller	Mathei
Hiller	Mauritius
Hillersden	Dennis Farrer
Hillersden	Thomas
Hillersdon	Denis Farrer
Hillersdon	Gulielmus
Hillersdon	Jacobus
Hillersworth	Denholme Farrer
Hilliard	Christopherus
Hilliard	Edward
Hilliard	John
Hilliard	Maria
Hilliard	Wilhelmus
Hillinge	Benedictus
Hillingford alias Izard	Johannes
Hills	Edward
Hills	Edwardus
Hills	Johannes
Hills	Thomas
Hillsborough	Wills
Hillyard	Christoperus
Hillyard	Edward
Hillyard	Johannes
Hillyerd	Christopherus
Hilsborough	Mary
Hilton	Abraham
Hilton	Adam
Hilton	Henricus
Hilton	Henry
Hilton	James
Hilton	Johannes
Hilton	Joseph
Hilton	Robert
Hilton	Thomam
Hilton	Thomas
Hilton	Willelmum
Hilyard	Christopherus
Hilyearde	Christopherus
Himler	Henry
Himylow	Thomas
Hinchcliffe	Edward
Hinchliffe	Edward
Hinchman	John
Hinckesman	Thomas
Hinckley	John
Hinckley	Thomas
Hinckman	Edward
Hincksman	John
Hind	Richard
Hind	Thomas
Hinde	Edmund
Hinde	John
Hinde	Nathaniel
Hinde	Rolandus
Hinde	Thomas
Hinde-Pelly	Herny
Hinde-Polley	Henry
Hindmoore	James
Hindmoore	Richard
Hinds	John Thomas
Hindson	Joseph
Hine	Anne
Hine	Beniaminus
Hine	Benjaminus
Hine	James
Hingeston	John
Hingeston	Petri
Hingestone	John
Hinkman	John
Hinschman	
Hinton	Anthony
Hinton	Archibald Kennett
Hinton	Edvardus
Hinton	Edward
Hinton	Joh'es
Hinton	Johannes
Hinton	John
Hinton	Samuelis
Hinton	William
Hinxman	Henry
Hipperley	Preston
Hippersley	Johannes
Hippesley	Johes
Hippesley	John
Hippesley	Maria
Hippisley	Elizabeth Anne
Hippisley	Ellen
Hippisley	Henry
Hippisley	John
Hippisley	Preston
Hippisley	Richardus
Hippisley	William
Hippisley Cox	John
Hippisley Coxe	John
Hipsley	Johannes
Hircott	Simon
Hircourt	Simon
Hird	Johes
Hird	Lamplugh
Hirebread	Richardus
Hirst	Thomas
Hirst	William
His Majesty's Justices of the Peace asse	
His Majestys justices for the County of	
His wife	
Hison	Archibald
Hitch	Charles
Hitch	James
Hitch	Robert
Hitch	Robertum
Hitch	Thomas
Hitcham	Robert
Hitchcock	Charles
Hitchcock	Gulielmus
Hitchcock	Roberti
Hitchcocke	Thomas
Hitchcote	Willimus
Hitchin	william
Hither	Franciscus
Hix	Baptist
Hlfe?	John Collins
HM Justices	
HM Sec of State for Colonial Dept	
Hnery	
Ho****	Robertus
Hoadley	John
Hoadly	Joh'es
Hoadly	John
Hoare	Angelina Frances
Hoare	Arabella Penelope Eliza
Hoare	Edward Henry
Hoare	George Matthew
Hoare	Henry
Hoare	Jacobi
Hoare	Joseph
Hoare	Peter Richard
Hoare	Richard
Hoare	Richard Colt
Hoare	Richard Cott
Hoare	Samuel
Hoare	Susanna Cecilia
Hoarn	Henry
Hoarward	Thomas
Hoase	Benjaminus
Hobaret	Johannem
Hobart	
Hobart	Edmundum
Hobart	Edwardum
Hobart	George
Hobart	Henrici
Hobart	Henricum
Hobart	Henricus
Hobart	Henry
Hobart	Henry Charles
Hobart	Henry Lewis
Hobart	Jacobum
Hobart	Joannis
Hobart	Johannem
Hobart	Johannes
Hobart	Johannis
Hobart	John
Hobart	Katherina
Hobart	Lewis
Hobart	Maria
Hobart	Miles
Hobart	Milone
Hobart	Milones
Hobart	Thomas
Hobarte	Henricus
Hobarte	Thomam
Hobb	Francisci
Hobbart	Jacobum
Hobbarts	Thomas
Hobbes	Thomas
Hobbs	Peregrinus
Hobby	Edward
Hobby	Elizabeth
Hobby	Elizabetha
Hobby	Mary
Hobby	Peregrine
Hobby	Peregrinus
Hobby	Philippus
Hobby	William
Hobbye	Edward
Hobbye	Robert
Hobbye	William
Hobday	Nicholaus
Hobert	Anne
Hobert	Johannem
Hobert	Johannes
Hobhouse	Henry
Hobie	Thomas Posthumus
Hoblin	Thomas
Hobman	Robert
Hobman	Thomas
Hobson	Edward
Hobson	Leonard Jasper
Hobson	Richard
Hobson	Thomas
Hobson	Walterus
Hobson	William
Hoburte	Henricus
Hoburthorn	Henricus
Hoby	Edwardus
Hoby	Johannes
Hoby	Philip
Hoby	Thomas
Hoby	Thomas Posthumus
Hobye	Edward
Hobye	Elizabeth
Hobye	Elizabetha
Hobye	Philippus
Hochonson	Richardus
Hochyn	Ricardus
Hockin	Johannes
Hodchkin	Johannes
Hoddinott	Patientia
Hoddinott	Thomas
Hodey	Willimus
Hodfall	William
Hodge	Johannes
Hodge	John Davey
Hodgeis	Johannes
Hodges	Christopher
Hodges	Egidius
Hodges	Elizabeth
Hodges	Estcourt
Hodges	Georgius
Hodges	Guilielmus
Hodges	Gulielmum
Hodges	Gulielmus
Hodges	Henry
Hodges	Hugo
Hodges	Jacobus
Hodges	Joan
Hodges	Johannes
Hodges	Johanness
Hodges	John
Hodges	Moses
Hodges	Thomas
Hodges	Thomas Hallett
Hodges	Thomas Law
Hodges	Walker
Hodges	Walter
Hodges	Willelmus
Hodges	William
Hodges	Willimus
Hodges	Willus
Hodges DD	Walter
Hodgeson	Henry
Hodgeson	Stephanus
Hodgeson	Thomas
Hodgeson	Thome
Hodgetts	John
Hodgies	Egidius
Hodgkin	Charles
Hodgkin	Joseph
Hodgkinson	Henry
Hodgkinson	Joseph
Hodgkinson	Robert Banks
Hodgkinson	Samuel
Hodgshon	William
Hodgson	
Hodgson	Adam
Hodgson	Christopher
Hodgson	Edward
Hodgson	Francis
Hodgson	Franciscus
Hodgson	Henricus
Hodgson	Henry
Hodgson	Jacob
Hodgson	John
Hodgson	Mary
Hodgson	Nathaniel
Hodgson	Phineas
Hodgson	Richard
Hodgson	Robert
Hodgson	Rowland
Hodgson	Stephanus
Hodgson	Thomas
Hodgson	William
Hodgyes	Egidius
Hodsall	William
Hodson	Charles
Hodson	Elizabeth
Hodson	Frodsham
Hodson	George
Hodson	Henry
Hodson	John
Hodson	Maria
Hodson	Phineas
Hodson	Robert
Hodson	Robertus
Hodson	Thomam
Hodson	Tobiae
Hodson	Tobias
Hodson	William
Hody	Anna
Hody	Gilbertus
Hody	Hugo
Hody	Joanna
Hody	Johannes
Hody	Lucia
Hody	Richardus
Hodye	Edwardus
Hoe	Simon
Hoe	Thomas
Hogan	Edmund
Hogan	Edmundus
Hogan	Maria
Hogan	Roberti
Hogarth	John
Hogarth	John Henry
Hogate	Johannes
Hogeskynson	Willelmum
Hogeson	Laurentius
Hogg	Edward
Hogg	George
Hogg	Martin
Hogg	Trisham
Hogg	Tristram
Hoggard	Johannes
Hogge	Martin
Hoghton	Carolus
Hoghton	Henry
Hoghton	Henry Philip
Hoghton	John Philip
Hoghton	Richard
Hoghton	Richardus
Hoghton	Rogerum
Hogthon	Johannes
Hoid	Lamplugh
Hoile	Bernadus
Holade	John
Holand	Willimus
Holbatch	Johannes
Holbeach	William
Holbech	Charles
Holbech	Ambrose
Holbech	Ambrosius
Holbech	Charles
Holbech	Henry Hugh
Holbech	William
Holbech	Willimus
Holbeche	
Holbeche	Harriot
Holbeche	Thomas
Holbeck	Ambrose
Holbeech	Ambrose
Holborne	Anna
Holbron	William
Holbrooke	Edward
Holbrooke	unknown
Holbrow	William
Holcombe	George
Holcombe	George Francis
Holcombe	Gilbertus
Holcombe	Jaames Robertson
Holcombe	James Robertson
Holcombe	Jane
Holcombe	John
Holcombe	Margaretta
Holcombe	Robertus
Holcombe	Thomas
Holcombe	William
Holcroft	Maria
Holcroft	Thomas
Holcrofte	Helena
Holcrofte	Thomas
Holcum	Helizeus
Holden	Anne
Holden	Charles
Holden	Charles Edward
Holden	Edward
Holden	George
Holden	Georgius
Holden	James
Holden	John
Holden	John Rose
Holden	Rebecca
Holden	Ricardus
Holden	Robert
Holden	Samuel
Holden	William
Holder	Clemens
Holder	Thomas
Holderness	Martha
Holderness	Robert
Holderness	Roberti
Holderness	Robertum
Holdernesse	Robert
Holdernesse	Robertum
Holdesworth	Richardus
Holdiche	Roberti
Holditch	Richardus
Holdshipp	Armelem
Holdsworth	Elizabeth
Holdsworth	John
Holdsworth	Ricus
Holdsworth	Robert
Holdsworth	William
Hole	George
Hole	Henry
Hole	Sampson
Hole	Thomas
Hole	Walter
Holecombe	Elius
Holey	Thomas
Holford	Danielem
Holford	Peter
Holford	Richard
Holford	Richardus
Holford	Richus
Holford	Robert
Holgill	Willielmus
Holiwell	George
Holl	Augustine
Holl	Augustini
Holl	Augustinus
Holl	Catherine
Holl	Dorothea
Holl	Francisa
Holl	Lionellum
Holl	Lister
Holl	Thome
Holl?	Samuel
Holland	
Holland	Bernard
Holland	Charles
Holland	Charles Dodding
Holland	Charles Dudding
Holland	Charlottae
Holland	David Hughes
Holland	Edvardus
Holland	Edwardus
Holland	Eliza
Holland	George
Holland	Georgius
Holland	Harriet
Holland	Henricus
Holland	Henry
Holland	Henry Richard
Holland	Henry Richard Vassall
Holland	Isabella
Holland	Isabellae Dianae
Holland	Jane (Joanna)
Holland	Johannem
Holland	Johannes
Holland	Johannis
Holland	John
Holland	Johnson Keyworth
Holland	Nathaniel
Holland	Richard
Holland	Roberti
Holland	Samuel
Holland	Stephen
Holland	Susanna
Holland	Thomam
Holland	Thomas
Holland	William
Holland	Williamus
Holland	Willimus
Holland	Willmus
Holland Edwards	Howell
Holle	Dorothea
Holle	Penelope
Holled	Ann
Holled	Thomas
Holler	Thomas
Holles	Franciscus
Holles	Henrietta Cavendish
Holles	Henriettam Cavendysh
Holles	William
Holles of Ifield	Franciscus
Hollesear	William Manwaring
Holley	Edward
Holley	George Hunt
Holley	James Hunt
Holliday	Andrew
Holliday	Francis
Holliday	Miches
Hollingbery	Drake
Hollingsworth	Daniel
Hollingworth	Annabellae
Hollingworth	James
Hollingworth	Lawrence
Hollingworth	William
Hollins	Johannes
Hollins	John
Hollinshed	Nathanielus
Hollinworth	William
Hollioake	Johanem
Hollis	Denzillus
Hollis	Franciscus
Hollis	Joseph
Hollis	Thomas
Hollis	Thomas Brand
Hollis	William
Hollis	Willimus
Hollist	Thomas
Hollister	Ann
Holll	Augustini
Hollman	John
Hollond	Edward
Holloway	James Thomas
Holloway	Charles
Holloway	Henry
Holloway	James Thomas
Holloway	Johannes
Holloway	Ricardus
Holloway	Richard
Holloway	Richardus
Holloway	Ricus
Holloway	Thomas
Hollye	Willimus
Hollys	John
Hollys	Thomas
Hollys	William
Hollys	Willimus
Hollywell	Richard
Holm	Joannis
Holm	Thomas
Holman	Elianora
Holman	Georgius
Holman	Johannes
Holman	Johes
Holman	John
Holman	Philip
Holme	Christopherus
Holme	Dinah
Holme	Frederick William
Holme	George
Holme	Henrici
Holme	Henry
Holme	James
Holme	Joannis
Holme	Johannem
Holme	John
Holme	Nicholas
Holme	Richard
Holme	Robertus
Holme	Thomas
Holme	Willimus
Holmes	Edmund
Holmes	Edward
Holmes	Edward Adolphus
Holmes	Francis
Holmes	James
Holmes	Johannes
Holmes	Johannis
Holmes	John
Holmes	Jonathan
Holmes	Laurentius
Holmes	Nussey
Holmes	Robert
Holmes	Russey
Holmes	Seaman
Holmes	Thomas
Holmes	Timothy
Holmes	William
Holney	Johannes
Holsted	Peter
Holstock	William
Holstocke	William
Holsworth	Stephanus
Holt	Alexander
Holt	Augustini
Holt	Caroli
Holt	Carolus
Holt	Charles
Holt	Christopher
Holt	Christopherus
Holt	David
Holt	Elizabeth
Holt	Elizabetha
Holt	George
Holt	Jacobi
Holt	Jacobus
Holt	Joannis
Holt	John
Holt	Lister
Holt	Ludlow
Holt	Lyster
Holt	Merciam
Holt	Ricardus
Holt	Richardus
Holt	Robert
Holt	Rolandi
Holt	Rowland
Holt	Rowlandi
Holt	Thomas
Holt	William
Holt	Willielmus
Holt	Willimus
Holte	
Holte	Caroli
Holte	Carolus
Holte	Charles
Holte	Christopherus
Holte	Clobery?
Holte	Edward
Holte	Franciscus
Holte	James
Holte	Lister
Holte	Maria
Holte	Robertus
Holte	William
Holwell	Isaac
Holwell	William
Holwill	Nicholaus
Holworthy	Joannis
Holworthy	William Henry
Holy Cross Hospital, Winchester	
Holy Trinity, Cambridge, Churchwardens a	
Holy Trinity, Cambridge, inhabitants and parishioners of	
Holy Trinity, Cambridge, parishioners of	
Holy Trinity, Inhabitants of the parish of	
Holyman	Johannes
Holyoake	Francis
Holyoake	Johannes
Homan	Johannes
Home	Everard
Home	James Thomas
Home	Rowlandus
Homer	Henry
Homfray	John
Homfrey	Johannes
Hone	Thomas
Honeyborne	Joseph
Honeychurch	Elizabeth
Honeychurch	William
Honeywood	John
Honeywood	Philip
Honeywood	Philip James
Honeywood	Robertus
Honichurche	Henricus
Honifold	Gabrielus
Honing	Williamum
Honiwood	Robert
Honman	Robert
Honnewell	Johannes
Honnywood	Robertus
Honywood	Filmer
Honywood	Hestera
Honywood	Hesterae
Honywood	Hestere
Honywood	John
Honywood	John Lemotte
Honywood	Michael
Honywood	Petrus
Honywood	Philip
Honywood	Richard
Honywood	Robertus
Honywood	Thomas
Honywood	William
Hoo	Ricardus
Hoo	Thomas
Hood	Alexander
Hood	Amelia
Hood	Amelia Anne
Hood	Paulus
Hood	Richard
Hood	Tremor
Hoode	Pauli
Hoogan	Elizabetha
Hoogan	Francisca
Hoogan	Mary
Hoogan	Thomae
Hoogan	Thomam
Hoogan	Thomas
Hook	Thomas
Hook	Walter Farquhar
Hooke	Christopherum
Hooke	Ellen
Hooke	Georgius
Hooke	Henricus
Hooke	Humphridius
Hooke	Johannes
Hooke	John
Hooke	Richardi
Hooke	Richardus
Hooke	Theophilus
Hooke	Thomas
Hooker	Edwardus
Hooker	Elizabetha
Hooker	Elizabethae
Hooker	Gulielmi
Hooker	Gulielmus
Hooker	Simon
Hoole	Charles
Hoop	Robertus
Hooper	Elizabeth
Hooper	Geo.
Hooper	Henry
Hooper	Johannes
Hooper	John
Hooper	Thomas
Hooper	William
Hoordinge	Ralph
Hooter	Richard
Hootham	Johannem
Hoothonne	Thomas
Hope	Charles
Hope	Charles Stead
Hope	Johannes
Hope	Johes
Hope	John Thomas
Hoper	Richardus
Hopkins	Benjamin Bond
Hopkins	Eliz.
Hopkins	Elizabeth
Hopkins	Henry
Hopkins	Henry Harvey
Hopkins	James
Hopkins	Johannes
Hopkins	John
Hopkins	John Castell
Hopkins	John William
Hopkins	Marianne
Hopkins	Ricardi
Hopkins	Ricardum
Hopkins	Ricardus
Hopkins	Richard
Hopkins	Ricus
Hopkins	Robert
Hopkins	Samuel
