Pre_surn	Pre_fore
Elingthorpp	Georgius
Eliot	Edvardus
Eliot	Edward
Eliot	Gulielmus
Eliot	Lawrence William
Eliot	Richard
Eliot	William
Eliote	Thomas
Eliott	Edwardus
Eliott	Henricus
Eliott	Robertus
Elis	Clementis
Elise	Johannes
Elives	Jeoffry
Elkes	Edvardus
Elkes	Johannes
Elkes	Thomas
Elkins	John
Elks	Edvardus
Ella	
Ella	Anthony
Ella	John
Ella	John Gaskarth
Ella	Richard
Elle	Rogerus
Ellenote	Thomas
Ellens	John
Ellenshaw	John
Elleray	Thomas
Elleray	William
Ellershaw	Henry
Ellershaw	John
Ellershaw	Richardi
Ellerton	Edward
Ellerton	Joseph
Ellerton	Thomas
Elles	Johannes
Elletson	Gulielmus
Ellice	James
Ellice	Peter
Ellicott	Charles Spencer
Ellicott	John
Ellie	Humphredus
Ellies	Richardus
Ellins	Edward
Ellins	John
Ellins	Robert
Ellinthorpe	Joseph
Elliot	Gilbert
Elliot	Gulielmi
Elliot	Henry
Elliot	Johannes
Elliot	John
Elliot	not given
Elliot	Philip
Elliot	Phillip
Elliot	Robert
Elliot	Robertus
Elliot	Thomas
Elliot	William
Elliott	Adam
Elliott	Edmund
Elliott	Johannes
Elliott	Lawrence
Elliott	Radulphus
Elliott	Richard
Elliott	RObert
Elliott	Robertus
Elliott	Thomas
Elliott	William
Elliott als London	Thomas
Elliotts	Georgius
Ellis	
Ellis	Anthonius
Ellis	Anthony
Ellis	Ben Joseph
Ellis	Benjamin
Ellis	Clement
Ellis	Clementis
Ellis	David
Ellis	Edward
Ellis	Evan
Ellis	Evani
Ellis	Francis
Ellis	Georgius
Ellis	Griffith
Ellis	Gulielmi
Ellis	Henricus
Ellis	Henry
Ellis	Jacobus
Ellis	James
Ellis	Jeremiah
Ellis	Joannis
Ellis	Johannes
Ellis	Johannis
Ellis	John
Ellis	Joseph
Ellis	Josephi
Ellis	Lancelotus
Ellis	Maurice
Ellis	Morgan
Ellis	Ricardus
Ellis	Richard
Ellis	Richardus
Ellis	Robert
Ellis	Roberti
Ellis	Robertus
Ellis	Rogeri
Ellis	Simonis
Ellis	Stephen
Ellis	Thomae
Ellis	Thomas
Ellis	Thomas Robins
Ellis	Walterus
Ellis	Welbore
Ellis	William
Ellis	William Ellis
Ellis	William Thomas
Ellis	Willimus
Ellis	Zacheus
Ellis	Zachius
Ellis Owen	Thomas
Ellis Own	Thomas
Ellison	
Ellison	Christopherus
Ellison	Cuthbert
Ellison	Edward
Ellison	Georgius
Ellison	Johannes
Ellison	John
Ellison	Nathanael
Ellison	Nathaniel
Ellison	Noel Thomas
Ellison	Robert
Ellison	Stanhope
Ellison	Thomas
Ellison	Timothy
Ellison	William
Elliston	Johannes
Elliston	Matthaei
Elliston	Matthei
Elliston	Thomas
Elliston	William
Ellize	John
Ellstobe	Charles
Ellswood	Clement
Ellthonhede	Henricus
Ellwall	Willimus
Ellwood	Johannis
Elly	
Elly	Godfrey
Elly	Johannes
Ellyce	John
Ellye	Johannes
Ellye	John
Ellyot	Edwardus
Ellyot	Willimus
Ellyott	Edwardus
Ellys	Christopherus
Ellys	Hugonis
Ellys	Jacobus
Ellys	Johannes
Ellys	John
Ellys	Ricardus
Ellys	Thomas
Ellys	Thome
Ellys	Willielmus
Elmeley	Edwardus
Elmer	John
Elmes	Thomas
Elmes	William
Elmes	Willielmus
Elmeston	Thome
Elmhurst	Joshua
Elms	William
Elmsall	Henry
Elmsley	Peter
Elmston	Richard
Elmwist	John
elrington	William
Elsam	Robertus
Elsdon	Thomas
Elsewood	Clement
Elsham	Robertus
Elsinge	Thomas
Elsley	Gregory
Elsley	Gulielmi
Elsley	William
Elsmere	Sloan
Elsmere	Sloane
Elsrith	Martinus
Elsteede	Thomas
Elstob	Carolus
Elstob	Gulielmus
Elstob	William
Elstobb	Carolus
Elstobe	Charles
Elston	William
Elswood	Clement
Elsworth	Johannes
Elton	Abraham
Elton	Gilbert
Elton	James
Elton	Johannes
Elton	John
Elton	Joseph
Elton	Richard
Elton	Richus
Elton als Baker	Johannes
Eltonhed	Georgius
Elward	William
Elwes	Charles
Elwick	Robert
Elwin	Fountain
Elwin	Thomas henry
Elwood	Johannis
Elwood	Thomas
Ely	Beniaminus
Ely	Godfrey
Ely	Nicholas
Ely	Stephanus
Ely	Thomas
Elye	Thomas
Elye	Willelmus
Elyot	Thomas
Elyott	Caleb
Elyotte	Richard
Elys	Roger
Emanuel	John
Embris	Henry
Embry	Edward
Emelton	Willelmi
Emeris	John
Emerson	George
Emerson	Gulielmus
Emerson	John
Emerson	Oswaldus
Emerson	Petrus
Emerson	Radulphus
Emerson	Robert
Emerson	Thomas
Emery	Thomas
Emerye	Johannes
Emes	Gulielmus
Emily	Edward
Emly	Giles
Emly	Thomas
Emmerson	
Emmerson	Edvardus
Emmerson	John
Emmesdale	Johannes
Emott	Alexandrus
Empson	Amaziah
Empson	John
Emsonne	Robertus
Emyson	Johannis
Endisell	Willielmi
Enfield	Thomas
Engest	Richardus
England	Christopherus
England	George
England	Thomas
England	William
Englashe	
English	Christoferus
English	David
English	Hugh
English	Johannes
English	Robert
Englishe	Alexandrus
Englishe	Christopherus
Englishe	David
Ennewes	Edmund
Enniver	John
Enock	Ricardi
Enott	Johannes
Ensor	Johannes
Ensor	Richard
Entwisle	Edmundi
Entwisle	Gulielmus
Entwistle	Edmund
Epworth	Christopher
Eresby	Daniel
Ereth	William
Erghe	Willimus
Erington	Hugo
Erington	Johannes
Erle	Christopher
Erle	John
Erle	Thomas
Ermysted	William
Ernest	Davidus
Ernle	Edward
Ernle	Johannes
Ernle	John
Ernle	Thomas
Ernley	Johannes
Ernly	Giles
Erratt	William
Erratt	Willliam
Errick	Willimus
Errington	Gerardi
Errington	Hugo
Erskine	Henry David
Erskine	John
Erskyn	Gulielmus
Erst	William
Erste	William
Erwicke	Edwardus
Eryngton	Johannes
Eryngton	Ricardus
Escolm	John
Escolme	Thomas
Escott	Aldred
Escott	Bickham
Escott	Johannes
Escott	Thomas Sweet
Escott	William S
Escotte	Richardus
Escourt	Edmundus
Eskithe	Georgius
Eskrig	Robertus
Eskrigg	Anthony
Essex	John
Essex	Thomae
Essex	Thomas
Essex	Thome
Est	Willimus
Estance	Edmundus
Estcot	Danielis
Estcotte	Richardus
Estcourt	Edward
Estcourt-Gale	Thomas
Este	Charles
Este	Willimus
Estgate	Johannes
Estmond	Georgius
Estmond	John
Eston	Johannes
Eston	John
Eston	Richard
Estwick	Sampson
Estwicke	Samsoni
Estye	Beniamin
Ethell	John
Ethelston	Charles
Ethelston	Charles Wicksted
Ethelstone	Charles
Etheredge	Robert
Etheridge	Johannes
Etherington	George
Etherington	Guilelmus
Etherington	Johannes
Etherington	John
Etherington	Laton
Ethrington	Johannes
Etlins	Richardus
Eton	Christopher
Eton	Guido
Eton	Guy
Eton	Thomas
Etough	H
Etough	Henry
Etough	James
Etough	Richard
Ettrick	William
Ettwall	Willimus
Etty	Andrew
Etty	James
Etty	Lewis
Etwall	William
Eusden	Johannes
Eusden	Laurentij
Eusden	Laurentius
Eustace	Evan
Eustance	Evan
Evan	Evans
Evance	Gulielmus
Evance	Johannes
Evance	Richardus
Evance	Thomas
Evance	William
Evance	Willimus
Evanck	Thomas
Evanes	Henricus
Evans	
Evans	Abel
Evans	Abraham
Evans	Anthonius
Evans	Arthur
Evans	Arthur Benoni
Evans	Audoenus
Evans	Benjamin
Evans	Cornelius
Evans	Daniel
Evans	David
Evans	Davidus
Evans	Edmund
Evans	Edward
Evans	Edwardi
Evans	Edwardus
Evans	Erasmi
Evans	Evan
Evans	Evani
Evans	Evanus
Evans	Geoffrey
Evans	George
Evans	Georgius
Evans	Griffin
Evans	Griffith
Evans	Gualterus
Evans	Gulielmi
Evans	Gulielmus
Evans	Gwaltherii
Evans	Henricus
Evans	Henry
Evans	Hugh
Evans	Hugo
Evans	Humphrey
Evans	Humphry
Evans	illegible
Evans	James
Evans	Jenkin
Evans	Johannes
Evans	Johes
Evans	John
Evans	Joseph Saville Roberts
Evans	Lewis
Evans	Lodovicus
Evans	Lodowicus
Evans	Maurice
Evans	Meredith
Evans	Michael
Evans	Michaelis
Evans	Morgan
Evans	Morganus
Evans	Nehemia
Evans	Owen
Evans	Peter
Evans	Philip
Evans	Rees
Evans	Reynaldus
Evans	Ric
Evans	Rice
Evans	Richard
Evans	Richard Davies
Evans	Richardi
Evans	Richardus
Evans	Richus
Evans	Robert
Evans	Robert  Wilson
Evans	Robertus
Evans	Roger
Evans	Samuel
Evans	Simon
Evans	Simonus
Evans	Theophilus
Evans	Thephilus
Evans	Thomas
Evans	Tristram
Evans	unknown
Evans	Walter
Evans	Willelmus
Evans	William
Evans	Willimi
Evans	Willimus
Evans	Zachariae
Evans	Zachariah
Evans	Zacharie
Evanson	Edward
Evanson	John
Evanson	Thomas
Evatt	John
Eve	Henry
Eve	James
Eve	Thomas
Eveleigh	John
Eveleigh	Richard
Eveleigh	Richardus
Eveleigh	Rogerus
Eveleigh	William
Evendon	John
Everard	Andree
Everard	Carolus
Everard	Charles
Everard	Edward
Everard	Everard
Everard	George
Everard	Gulielmi
Everard	Jacobi
Everard	John
Everard	Nicholas
Everard	Samuel
Everard	Thomas
Everard	William
Everarde	Andreas
Everarde	Nicholas
Everarde	Nicholi
Evered	Franciscus
Evered	Johannes
Evered	Nicholas
Evered	Thomas
Evererde	Nicholas
Everett	Thomas
Everingham	Gulielmus
Everson	Thomas
Every	John
Every	Simon
Everysdon	William
Eves	Galfridus
Eves	George
Eves	Georgius
Eves	Johannes
Evett	Willielmus
Evitts	Barlow
Evors	George Arthur
Ewans	Unknown
Ewards	Richardus
Ewards	Turner
Ewbancke	Henricus
Ewbank	Andrew
Ewbank	John
Ewbank	Thomas
Ewbank	William
Ewbranke	Michaelis
Ewell	Robert
Ewen	John
Ewens	Hugo
Ewens	William
Ewer	John
Ewer	Ricardus
Ewer	Richard
Ewer	Rogerus
Ewett	Unknown
Ewin	Thomas
Ewin	William
Ewings	Robert
Exall	not given
Exelby	Milones
Exeter	Henry Reginald
Exeter	John
Exon	Thomas
Exton	Richard
Exton	Richardus
Exton	Thomas
Eydes	Johannes
Eyer	Davidus
Eyer	Egidius
Eyer	Giles
Eyer	Robertus
Eyere	John
Eyers	Thomas
Eyked	John
Eykin	John
Eykland	Christoferus
Eyles	George Albert
Eynon	Thomas
Eynon	unknown
Eyre	
Eyre	A.W.
Eyre	Ambrose
Eyre	Anthony
Eyre	Anthony Fountayne
Eyre	Anthony William
Eyre	Charles
Eyre	Christopher
Eyre	Edmund
Eyre	Edward
Eyre	Egidij
Eyre	Francis
Eyre	Franciscus
Eyre	Gulielmi
Eyre	Gulielmus
Eyre	Henry
Eyre	James
Eyre	John
Eyre	Joseph
Eyre	Joseph Arnall
Eyre	Joseph Frederick
Eyre	not given
Eyre	Philip
Eyre	Reginaldus
Eyre	Richard
Eyre	Richardus
Eyre	Robert
Eyre	Roberti
Eyre	Robertus
Eyre	Samuel
Eyre	Seth
Eyre	Tho:
Eyre	Thomae
Eyre	Thomas
Eyre	Venn
Eyre	William
Eyre	Willimus
Eyrer	Thomas
Eyres	Christopher
Eyres	Darius
Eyres	Richardus
Eyres	Samuel
Eyres	W'mus
Eyrie	Hugo
Eyther	Richardi
Eyton	Audoenus
Eyton	Davidus
Eyton	James
Eyton	John
Eyton	Owen
Eyton	Robert
Faber	Johannes
Faber	Thomas
Fabian	Gulielmus
Fabian	Joh'es
Fabian	William
Facet	Anthony
Facon	Robertus
Facye	Johannes
Fage	Johannis
Fagg	John
Faierclough	Hugonus
Faierland	William
Fairchild	George
Fairchild	John
Fairchild	Thomas
Faircloth	Richard
Fairclough	Gulielmus
Fairclough	Johannis
Fairclough	Samuel
Fairclough	William
Fairebancke	Henricus
Fairechilde	Henry
Fairecloath	Nathanaelis
Faireclough	Hugo
Faireyeare	Nicholaus
Fairfax	Caroli
Fairfax	Cecil Jacques
Fairfax	Denny Martin
Fairfax	George
Fairfax	Gulielmus
Fairfax	Guy
Fairfax	Henricus
Fairfax	Henry
Fairfax	Thomas
Fairfax	William
Fairhew	Thome
Fairmeadow	Thomas
Fairwether	Thomas
Fait	William
Faithful	John
Faithfull	Francis Joseph
Faithfull	George David
Faithfull	Robert
Faiwether	Thomas
Falcon	Thomas
Falconer	James
Faldo	Davidius
Faldo	Paulus
Faldo	Thomas
Faldoe	Abrahamus
Faldoe	Osbertus
Falkingham	Gulielmus
Falkner	Gulielmus
Falkner	Job
Falkner	Richard
Falkner	Thomas
Falkoner	Jonathanus
Fall	Jacobi
Falle	Philip
Fallowes	Edwardus
Fallowfeild	Henricus
Fallowfeilde	Richardus
Fallowfeld	Johannes
Fallowfield	John
Falman	John
Falvy	Elias
Fameside	Jacobus
Fan	Gulielmus
Fancourt	John
Fancourt	Richard
Fancourt	William
Fanden	Edwardi
Fane	Edward
Fane	Thomas
Fanehene	Thomas
Fanjoux	Mathaeus
Fanne	Richardus
Fanne	Willimus
Fanshaw	John
Fanshawe	Charles Robert
Far...	Josephus
Farand	Roberti
Farbrace	Henry
Farbrace	Johannes
Farbrasse	Henry
Farcourt	Vere
Fardell	Henry
Farebarne	Johannes
Farebrace	Johannes
Farebrother	William
Farewell	George
Farewell	Georgius
Farewell	Henricus
Farewell	Phillip
Farfax	Thomas
Faringdon	Georgius
Farington	Alexandrus
Farington	H
Farington	Lawrence
Farish	Charles
Farish	James
Farish	Peter
Farish	Petrus
Farish	William
Farlet	Nicodemi
Farley	Edmund
Farley	Johannes
Farlie	Johannes
Farmborrow	Nicholas
Farmer	Anthonius
Farmer	Edvardus
Farmer	Edward
Farmer	Johannes
Farmer	Nicholaus
Farmer	Richard
Farmer	Robertus
Farmer	Thomas
Farmer-Sadler	Samuel
Farmerie	Gulielmus
Farmerie	Johannes
Farmerie	Robert
Farmery	Robert
Farn	Gowin
Farneham	Johannes
Farnell	Thomas
Farner	Georgius
Farner	Richard
Farnham	Thomas
Farnham	William
Farnham	Willimus
Farnworth	Ellis
Farr	Samuelis
Farr	Thomas
Farran	Frederick
Farran	George
Farrand	Carolus
Farrand	John
Farrande	Stephanus
Farrant	John
Farrar	Carolus
Farrar	John
Farrar	Jonathaan
Farrar	Thomas
Farre	Edward
Farre	Thomas
Farre	Willimus
Farrell	Walter Edward
Farren	Jacobus
Farren	John
Farrer	Henrici
Farrer	James
Farrer	Johannes
Farrer	John
Farrer	Nicholaus
Farrer	Richard
Farrer	Thomas
Farringdon	Isaiae
Farringdon	Isaiah
Farrington	Hugh
Farrington	Richard
Farrington	Thomas
Farrow	Benjaminus
Farrow	Samuel
Farside	Thomas
Farthing	Johannes
Farthing	John
Farthing	Robertus
Farthing	Samuelus
Farwall	Josephus
Farwell	Georgius
Farwell	Jacobus
Faryngdon	Georgius
Fascett	Alexandrus
Fassett	Thomas
Faucete	Johannes
Faucett	Thomas
Faulder	Joseph
Faulkener	Thomas
Faulkner	Henry
Faulkner	John
Faulkner	Richard
Faulkner	William
Faunce	
Faunce	Edmund
Fausett	Bryan
Fausett	Godfrey
Faussett	Godfrey
Fautrat	Hillary
Fauvel	Francis
Favell	Antonius
Favell	Charles
Favell	George
Favell	James
Favell	Johannes
Favor	Johannes
Favour	Johannes
Fawcet	Christopher
Fawcet	Richardus
Fawcet	Robert
Fawcet	Roberti
Fawcet	Thomas
Fawcett	
Fawcett	Anthony
Fawcett	Christopher
Fawcett	Edward
Fawcett	George
Fawcett	Georgij
Fawcett	Horatii
Fawcett	Horatio
Fawcett	James
Fawcett	John
Fawcett	Joseph
Fawcett	Ricardi
Fawcett	Richard
Fawcett	Robert
Fawcett	Robertus
Fawcett	Thomas
Fawcett	William
Fawcitt	Johes
Fawconer	Edward
Fawconer	George
Fawconer	samuel
Fawconer	Will'mus
Fawconer	William
Fawden	Thomas
Fawe	Henrici
Fawel	John
Fawel	Michael
Fawell	Michael
Fawell	William
Fawell	Willimus
Fawkener	Danielus
Fawkener	Johannes
Fawkener	not given
Fawkener	Radulphus
Fawker	Johannes
Fawkes	Francis
Fawkes	Jeremiah
Fawkner	Gregorius
Fawkner	Petrus
Fawler	John
Fawler als Fauley	Johannes
Fawlkener	Daniel
Fawset	Roberti
Fawsett	Thomas
Fawsett	William
Fawssett	William
Fayercliffe	Laurencius
Fayerclough	Laurentius
Fayerman	Francis
Fayerman	John
Fayerman	Richard
Fayle	John
Fayrbancke	Georgius
Fayrebancke	George, 'sir'
Fayrechild	Willimus
Fayrecloughe	Willimus
Fayrefat	Martinus
Fayrefax	Gulielmus
Fayrefaxe	Thomas
Fayrer	Humphrevile
Fayrer	Jacobus
Fayrer	Joseph
Fayrfaxe	Thomas
Faythe	William
Fayting	Nicholas
Feake	Georgius
Feake	unknown
Fearne	Henrici
Fearnes	Richardus
Fearon	Isaac
Fearon	John
Fearon	Joseph Francis
Feason.	John Francis
Feast	Edvardi
Featherstonhaugh	Georgij
Featherstonhaugh	Utrick
Featley	Daniel
Featley	Henrici
Featly	Daniel
Featly	Danielus
Feaver	John
Feaver	Marian
Feaver	Marrian
Feaver	unknown
Feazar	Richardus
Fedderston	Richard
Feernyhough	John
Feild	Anthonius
Feild	Henricus
Feild	Matthew
Feild	Nathaniel
Feild	Robertus
Feild	Thomas
Feilde	Matthew
Feilde	Thomas
Feilden	Henry
Feilding	Christopherus
Feilding	Joh'es
Feildon	Roberti
Fekenham	John
Felbridge	Adam
Feld	Laurentius
Feldes	Johannes
Felgate	Samuelis
Felix	David
Felix	Peter
Fell	John
Fell	Joseph
Fell	Leonard
Fell	Leonardus
Fell	Richmond
Fell	Samuel
Fell	Spencerus
Fell	Thomas
Fell	Thomas Cotton
Fell	Thome
Fell	William
Felloo	Milo
Fellowe	Johannes
Fellowes	John
Fellowfield	Thomas
Fellows	Gulielmus
Fellows	Gullielmus
Fellows	Thomas
Felstead	Thomas
Feltham	William
Felton	Carolus
Felton	Henrici
Felton	Henry
Felton	Nicholai
Felton	Nicholas
Felton	Nicholaus
Felton	Nicolas
Felton	Richardus
Felton	Robert
Felton	Robertus
Felton	William
Feltshouse	John
Feltwell	Robertus
Fenay	Johannes
Fendall	Henry
Fender	David
Fendyke	Johannes
Fenn	Jacobus
Fenn	Josephi
Fenn	Nicholas
Fenn	Nicolai
Fenn	Nicolaus
Fenn	Samuelis
Fenne	Thomas
Fenner	Robert
Fennes	James
Fennie	Hugo
Fenning	Josiae
Fennwick	Radulphus
Fenteman	Willielmum
Fentiman	Johannes
Fenton	Henrici
Fenton	Jacobus
Fenton	James
Fenton	Johannes
Fenton	John
Fenton	John Mason
Fenton	Lewis
Fenton	Radulphus
Fenton	Richmond
Fenton	Rogerus
Fenton	Thomas
Fenton	Timothei
Fenton	William
Fenton	Williami
Fentonne	Willimus
Fentyman	Willimus
Fenwick	Ambrosius
Fenwick	Charles
Fenwick	Collingwood Forster
Fenwick	Cuthbert
Fenwick	Edward
Fenwick	George
Fenwick	George Owsley
Fenwick	Gulielmus
Fenwick	Johannes
Fenwick	John Thomas
Fenwick	Michael
Fenwick	Thomas
Fenwick	William
Fenwicke	George Owsley
Fenwicke	John
Ferdinando	
Fere	Richard
Ferebee	Charles
Ferebee	Johannes
Fereby	Joh'es
Fereve	Thomas
Fergusson	Jacobus
Fergusson	William Knox
Feriman	Thomas
Fering	William
Fermor	John
Fermor	not given
Fermyn	Johannes
Fern	Franciscus
Fern	George
Fern	Georgius
Ferne	
Ferne	George
Ferne	Georgius
Ferne	Henricus
Ferne	Joseph
Ferne	Robert
Fernihough	Danielis
Fernihough	John
Fernyhough	Adam
Fernyhough	Edward
Fernyhough	John
Fernyhough	William
Feron	Robert
Ferraby	John
Ferran	Petrus
Ferrand	Bradgate
Ferrand	Samuelis
Ferrand	Thomas
Ferrand	Thomas Waddington
Ferrar	John
Ferrar	Robert
Ferrar	Thomas
Ferrebe	Georgius
Ferrebee	Michael
Ferreby	Johnis
Ferreman	George
Ferrer	Richardus
Ferrer	Rowlandus
Ferrer	Thomas
Ferrers	Edmund
Ferrers	Edward
Ferrers	Eligii
Ferrers	Johannes
Ferrers	Johes
Ferrers	John Bromfield
Ferreys	Bartholomie
Ferrick	Richard
Ferrier	Johannes
Ferriman	George
Ferriman	Thomas
Ferris	Joh'es
Ferris	Johannes
Ferris	Samuel
Ferris	Samuelis
Ferris	Thomas
Ferror	Johannes
Ferror	Johannis
Ferrye	Bartholomeus
Feryan	Richardus
Feryman	Thomas
Fesquet	Francis
Fesquett	Francis
Festing	Francis Joseph Horatio
Fetherston	Alexander
Fetherston	Alexandrus
Fetherston	Leonardus
Fetherstonhaugh	Utrick
Fettiplace	Daniel
Feuillerade	Petrus
Fewell	James
Fewk--	Charles
Fewlar	Thomas ('sir')
Fewtrell	John
Fewtrell	Thomas
Fewtrell	William
Fezarde	Johannes
ffaireclough	Nathanielem
Ffairer	James
ffairfax	Johannis
ffalconer	Willielmum
ffalke	Thomae
ffarand	Samuelis
ffarewell	George
ffarnham	Chettle
ffarr	Samuelis
ffarrar	Jacobi
ffarrer	Jacobi
ffarrwell	Thomas
ffawcett	Richardi
ffeaneryeare	Johannis
ffeary	Johannis
ffeild	Johannis
ffeilden	Roberti
ffell	Spenceri
ffenn	Johannis
ffenn	Josephi
ffenn	Thome
ffenne	Georgij
ffenton	Antonii
ffenton	Antonij
Ffenton	Thomas
fferer	Richardi
fferier	Alexandri
fferrer	Richardi
ffesquet	ffrancisci
ffetherstonhaugh	Georgii
FField	Thoma'
ffinch	Isaac
ffincham	Willelmi
ffirmyn	Egidij
ffishe	Georgij
Ffishenden	
ffisher	Bardsey
ffisher	Roberti
ffisk	Jacobi
ffiske	Jacobi
ffiske	Zachariae
ffiske	Zacharias
ffitlin	Edvardi
ffitling	Edvardi
fflack	Richardi
fflack	Samuelis
fflacke	Samuelis
Ffleetwood	Charles William
Ffletcher	
Ffletcher	George
Ffletcher	Theodore
ffletwell	Roberti
fflingar	jacobus
Fflinte	Thomas
Ffloyer	Gulielmus
ffoche	Henry
Ffoden	William
Ffoksuham	John
ffole	Johannis
Ffoord	Christopher
ffoorthe	Robertus
fforbes	Roberti
Fforbes	Thomas
fforby	Johannis
fford	Johannes
fford	Richard
fford	Thomas
fforgan	Johannis
Fforrest	John
fforrester	Thomas
fforster	John
fforster	Nathaniel
fforth	Johannis
Ffortune	Laurentii
ffoster	Edvardi
ffoster	Gulielmi
ffoster	Moses
ffoster	Richardi
ffoster	Robertus
ffoster	Samuelis
Ffoster	William
ffothergill	Henry
ffoulchier	ffrancisci
Ffoulkes	Davidus
Ffoulkes	Gulielmus
Ffoulkes	Hugo
Ffoulkes	Humphredus
Ffoulkes	Humphrey
Ffoulkes	Johannes
Ffoulkes	Johannis
Ffoulkes	Ricei
Ffoulkes	Thomas
Ffoulkes	Willimum
Ffoulks	Robertus
ffoulks	Thomas
ffowith	Gulielmi
ffox	Christopheri
ffox	Thomae
ffoxwell	Philippi
fframingham	Roberti
fframpton	Gulielmus
ffrances	Richardi
ffrancis	Edwardi
ffrancis	Henrici
ffrancis	Joseph
ffrancke	Walteri
ffrancklin	Johannis
ffrancklin	Josephus
ffrank	Walter
Ffranke	Abraham
ffranklin	Joannis
ffranklin	Unknown
ffranklyn	ffrancis
ffranklyn	Johannes
ffranklyn	Petri
Ffranks	William
Ffrankyssh	William
ffreckleton	Samuel
Ffreeman	Langton
Ffreeman	Thomam
ffrench	Jacob George
ffrench	Johannes
ffrencham	Barnabe
ffrere	Anthonij
ffrewen	John
ffrost	Johannis
Ffrost	John
ffrost	Nicolai
ffrost	Thomae
ffry	not given
ffurmery	Johannis
ffurse	Josephi
ffwise	Josephi
ffyson	Thomae
Ffytzherbert	William
Ficke	Johannes
Ficklin	Robert
Fiddes	George
Fiddes	not given
Fiddes	Ricardi
Fiddes	Tho
Fiddes	Thomas Machin
Fiddis	Richardi
Fides	Tho
Fidge	Thomas
Fidler	Thomas
Fido	Edmundus
Fido	Johannes
Fidoe	Johannes
Field	Bemjamin
Field	Benjamin
Field	David
Field	Johannes
Field	John
Field	Matthew
Field	Playfere
Field	Playford
Field	Robert
Field	Theophilus
Field	Thomas
Field	Willimus
Fielde	Christopherus
Fielde	Matthew
Fielde	Thomas
Fielden	Robert Mosley
Fielder	Joannis
Fielder	John
Fieldhouse	Benjamin
Fieldhouse	John
Fielding	Allen
Fielding	George
Fielding	Joh'nes
Fielding	Johannes
Fielding	Johannis
Fielding	Philippus
Fiennes	Pharamus
Fiennes	Ricardus
Fifeeld	John
Fifield	John
Fifield	William
Figeon	Robertus
Filer	Georgius
Filer	John
Filewood	James
Filewood	Thomas Roger
Filkin	Gilbert
Filleul	Philip
Filmer	Edmund
Filmer	Francis
Filmer	John
Filmer	William
Finch	Daniel
Finch	Edward
Finch	Edwardus
Finch	George
Finch	Henage
Finch	Henrici
Finch	Henry
Finch	Isaac
Finch	Jacobus
Finch	Johannes
Finch	John
Finch	John Augustine
Finch	Leopold William
Finch	Leopoldi Gulielmi
Finch	Leopoldus Wilhelmus
Finch	Leopoldus Will'mus
Finch	Richard
Finch	Robert Pool
Finch	Robert Poole
Finch	Samuel
Finch	Thomas
Finch	unknown
Finch	William
Fincher	Georgius
Fincher	James
Fincher	Richardus
Finden	John
Finden	William
Findon	John
Findon	William
Finlay	James
Finley	James
Finley	Justice
Finley	William
Finney	Christorpherus
Fipp	Joh'es
Firbie	Willimus
Firbye	Willimus
Firhburne	Richardus
Firmin	Aegidius
Firmin	Johannes
Firmin	Johannis
Firmin	Petrus
Firmin	Thomae
Firth	Andamarus
Firth	Emor
Firth	Henry
Firth	Johannis
Firth	Michael
Firth	William
Fish	Augustin
Fish	Georgii
Fish	John
Fish	Phatnes?
Fish	Phatuel
Fish	Robert
Fish	Robertus
Fish	Thomae
Fish	Thomas
Fish	William
Fishenden	Thomas
Fishepoole	Johannes
Fisher	Alan
Fisher	Allanus
Fisher	Ambrosius
Fisher	Andreus
Fisher	Bardsey
Fisher	Edmund
Fisher	Edward
Fisher	Georgij
Fisher	Georgius
Fisher	Henricus
Fisher	Henry
Fisher	Henry Sanderson
Fisher	Humfredus
Fisher	Humfridus
Fisher	Humphrey
Fisher	Jacobus
Fisher	James
Fisher	Johannes
Fisher	Johes
Fisher	John
Fisher	John Henry
Fisher	John Thomas
Fisher	Joseph
Fisher	Laurentii
Fisher	Nicolaus
Fisher	not given
Fisher	Peter
Fisher	Petrus
Fisher	Philip
Fisher	Richard
Fisher	Richardus
Fisher	Robert
Fisher	Robertus
Fisher	Thomas
Fisher	Timotheus
Fisher	unknown
Fisher	William
Fisher	Willimus
Fishlake	Johannes
Fishlake	Richard
Fishweeke	Hillarius
Fishwick	George
Fisk	Augustine
Fisk	Zachary
Fiske	John
Fiske	Robert
Fiske	Roberti
Fiske	Thomae
Fiske	Thomas
Fiske the elder	John
Fiske, Senior	John
Fissher	Jo.
Fissher	Robert
Fissher	Roberti
Fitch	
Fitch	Gulielmi
Fitch	Henry
Fitch	Jacobus
Fitch	John
Fitch	Thomas
Fitche	John
Fitchet	Johannis
Fitz Thomas	William Windsor
Fitz-Edwards	Francis
Fitz-Thomas	William Windsor
Fitzallen	Tymothei
Fitzgeffry	Alexandrus
Fitzgeffry	Carolus
Fitzgerald	Thomas
Fitzhaine	James
Fitzherbert	Henricus
Fitzherbert	John
Fitzherbert	Richardus
Fitzherbert	William
Fitzherberte	Johannes
Fitzhugh	William Anthony
FitzJames	James
Fitzroy	Henry
Fitzwilliam	Johannes
Fitzwilliams	
Fitzwilliams	not given
Fitzwilliams	Thomas
Fitzwlliam	Johannes
Flack	Thomas
Flamanck	William
Flamank	John
Flamank	William
Flamark	William
Flammacke	Carolus
Flamock	Richardus
Flamstead	John
Flamstead	Richard Dodsley
