Pre_surn	Pre_fore
Heane	Edward
Heaneage	Eliee
Heap	Theodorus
Heape	Franciscus
Heapy	Lawrence
Hearde	Johes
Hearde	Petrus
Heardman	John
Heardson	ffrancisci
Hearle	Thomas
Hearle	Willimus
Hearn	Thomas
Hearne	Arthur
Hearne	Arthurus
Hearne	George
Hearne	Joh'es
Hearne	Johannes
Hearne	John
Hearne	Mattheus
Hearne	Thomas
Hearsh	William
Hearst	Christoferus
Hearst	Christopher
Hearst	Christopherus
Hearst	Christpoher
Hearst	William
Heart	Benjaminus
Heart	Gulielmus
Heartley	Jacobi
Heath	Benjamin
Heath	Benjamin George
Heath	Franciscus
Heath	Galfridus
Heath	George
Heath	Gilbert
Heath	James
Heath	Johanes
Heath	Johannes
Heath	Joseph
Heath	Nevile
Heath	Nicholas
Heath	Ralph
Heath	Richard
Heath	Robert
Heath	Robertus
Heath	Thomas
Heath	Wilhelmus
Heath	William
Heathcoate	Ralph
Heathcote	Anthony
Heathcote	Charles Thomas
Heathcote	Edward
Heathcote	Gilbert
Heathcote	Henry
Heathcote	Ralph
Heathcote	Samuel
Heathcote	Thomas
Heathcott	Charles
Heathcott	Johannes
Heathcott	Ralph
Heathcott	Willimus
Heathe	Thomas
Heather	Thomas
Heatherley	Seawell
Heathfeild	Joseph
Heathfield	John
Heathfield	unknown
Heaton	Edward
Heaton	Henry
Heaton	Johannes
Heaton	Martin
Heaton	Peter
Heaton	Robert Salisbury
Heaton	Thomas
Heaton	William
Heaver	
Heavor	Johannes
Hebblethwaite	John
Hebblethwaite	Thomas
Hebbs	John
Hebburn	Johes
Hebden	John
Heber	Reginald
Heber	Reginaldum
Heber	Thomas
Heber	Thomas Cuthbert
Hebert	Charles
Heblethwaite	Robertus
Hebson	Richard
Heche	Thomas
Heckford	Danielis
Heckford	James
Heckford	Rayner
Heckford	Thomas
Heckstall	Brooke
Heddington	Clement
Hedge	Richard
Hedges	Charles
Hedges	John
Hedges	William
Hedson	John
Heelis	Edward
Heelis	Hugh
Heelis	John
Hegcoke	Johannis
Heghington	Willimus
Heiden	Benjamin
Heies	Richardus
Heigham	Clementis
Heigham	Henry
Heigham	Johannis
Heigham	John
Heighmore	Gulielmus
Heighmore	Rob'tus
Heighoe	Edvardi
Heighoe	Edward
Heighway	Richard
Heiwoode	Roberti
Helbye	Not
Hele	Arthur
Hele	Musgave
Hele	Narcissus
Hele	Narsrisri
Hele	Richard
Hele	Richd.
Hele	Robert Hele Selby
Hele	Waltherus
Hele	Willimus
Heler	John
Heley	Thomas
Helie	Matheo
Helie	Thomas
Hellam	Jacobi
Hellen	Willielmus
Hellesden	H.C.
Hellette	Galfridus
Hellier	Georgius
Hellier	Johannes
Hellier	Thomas
Hellier	Thomas Shaw
Hellier	Willmus
Hellins	John
Hellyar	Ezechielis
Hellyar	Henricus
Hellyar	Richard
Hellyar	Willimus
Helme	Christoferus
Helme	Henricus
Helme	Rolandus
Helme	Thomae
Helme	Thomas
Helme	Willimus
Helmes	Christopherus
Helmore	Edwardus
Helpebye	Thomas
Helps	William
Hely	John
Helyar	Andreas
Helyar	Ezechieles
Helyar	John
Helyar	not given
Helyar	Willimus
Helye	Johannes
Helyn	Richard
Hembrough	Robert
Hemerford	Willimus
Heming	Benjamin Capel
Heming	Robertus
Heming	Samuel Bracebridge
Heminge	Robert
Hemington	Henry
Hemington	John
Hemington	Robert
Hemington	Samuel
Hemington	William
Hemingway	Joshuae
Hemming	Edmund
Hemming	George
Hemming	John
Hemming	Samuel
Hemming	Samuelus
Hemming	William
Hemming	Wm.
Hemminge	Richardus
Hemminge	Robert
Hemminge	Robertus
Hemmings	Josephus
Hemmings	Samuel
Hemmington	William
Hemmus	John
Hemmynge	Johannes
Hempstead	John
Hempsted	John
Hemsley	Thomas
Hemsted	John
Hemus	John
Hemus	Not given
Henchley	Joseph
Henchman	Charles
Henchman	Francis
Henchman	Humfredus
Henchman	Humphrey
Henchman	Humphry
Henchman	John
Henchman	Richardi
Henchman	Richardus
Henchman	Thomas
Henchman	William
Henchman	Wm.
Henderfoot	Francis
Henderick	George
Henderson	Alexander
Henderson	Henrici
Henderson	Johannes
Henderson	John
Henderson	Joseph
Henderson	Laurentius
Henderson	Samuelis
Henderson	William
Hendon	Solomon
Hendra	Edwardus
Hendra	Martinus
Hendra alias Chiwoon	Martinus
Hendre	Reginaldus
Hendry	William
Heneage	Deering
Heneage	Eliee
Henley	Bertie
Henley	Cuthbert
Henley	Joannis
Henley	Johannes
Henley	Phocion
Henley	Samuel
Henley	Simon
Henly	Johannes
Henman	Willimus
Henmarshe	Cuthberti
Hennage	George
Hennage	Georgi
Hennage	Georgius
Hennant	Thomas
Henneage	George
Hennege	Georgii
Hennell	William
Hennes	Daniel
Hennie	Johannes
Henning	Benjamin Capel
Henning	George
Henning	Robert
Henricus	Frog
Henry	Ellis
Henryson	Ricardi
Henshall	John
Henshall	Samuel
Henshaw	
Henshaw	Eadmundus
Henshaw	Edmund
Henshaw	Joseph
Henshaw	Josephus
Henshaw	Thomas
Henshaw	Toby
Henshaw	William
Henshawe	Hugo
Hensleigh	Thomas
Hensley	Davidus
Hensleye	David
Henson	Gregorij
Henson	Gregory
Henson	Joannis
Henson	John
Henson	Ricardus
Henson	Richardus
Henson	Willimus
Henstridge	Jacobus
Henstridge	James
Henton	William
Henvill	Philip
Henville	Charles
Henville	Charles Brune
Henville	Philip
Hepburne	Johannes
Hepburne	John
Heptonstall	John
Hepworth	Chadwick
Hepworth	John
Hepworth	Joseph
Hepworth	Thomae
Hepworth	William
Herault	
Herault	Lewis
Herbert	Benjamin
Herbert	Benjaminus
Herbert	Caroline Robert
Herbert	Edvardi
Herbert	Edward
Herbert	Edward John
Herbert	Evan
Herbert	George
Herbert	Georgius
Herbert	Griffith
Herbert	Gulielmi
Herbert	Gulielmus
Herbert	Johannes
Herbert	Johannis
Herbert	John
Herbert	Mathew
Herbert	Nicholas
Herbert	Robert Caroline
Herbert	Samuel
Herbert	Thomas
Herbert	unknown
Herbert	William
Herbert	Willielmi
Herbury	Martinus
Herd	Garvini
Herd	Gulielmus
Herd	Henry
Herd	unknown
Herde	Gulielmus
Herde	Willelmi
Herde	Willelmus
Herdman	William
Hereford	Bishop of
Hereford	Ricardus
Hereford  (Bishop of)	George Isaac
Hergest	Johes
Hergreve	Thomas
Hering	unknown
Herival	Mattaus
Herkford	Thomas
Herle	Thomas
Herman	Thomas
Hermitage	Thomas
Hermon	John
Hern	Willimus
Herne	
Herne	Arthurus
Herne	Johannes
Herne	John
Herne	John Buckworth
Herne	Paulus
Herne	Samuelis
Herne	Thomas
Herne	Timotheus
Herne	William
Herneman	Johannes
Herode	Robertus
Heron	Arthur
Heron	Arthurus
Heron	Danielus
Heron	George
Heron	Gulielmi
Heron	Johannes
Heron	Johannis
Heron	John
Heron	Robert
Heron	Samuelus
Heron	Thomae
Heron	Thomas
Heron	William Henry
Heron	Willimus
Heron alias Cove	Robertus
Herper	Joh
Herring	
Herring	Athanasius
Herring	Gulielmi
Herring	Gulielmus
Herring	Henry
Herring	James
Herring	Johannis
Herring	John
Herring	Julines
Herring	Leonard
Herring	Ricardus
Herring	Samuel
Herring	Theodorus
Herring	Thomae
Herring	Thomas
Herring	William
Herringham	William
Herrins	Thomas
Herriott	Johannes
Herrisonne	Gilbertus
Herrlock	Brook
Herron	Robert
Herryson	Willelmus
Herryson	Willimus
Hersent	Johannes
Hersent	Johannis
Hersent	Peter
Hersent	Petrus
Hersent-Thorpe	John
Herst	Edward
Hert	Nicholai
Herte	Walterus
Hervey	Charles
Hervey	Edward
Hervey	Gulielmus
Hervey	James
Hervey	Peter
Hervey	Thomae
Hervey	Thomas
Hervey	William
Hervey	William, the elder
Hervie	Henry
Herward	Nicholas
Heryng	Johannes
Herynge	Johannes
Heryot	Ralph
Hescuby	William
Heseldine	William
Hesket	William
Hesketh	Charles
Hesketh	Gulielmus
Hesketh	Henrici
Hesketh	Henricus
Hesketh	Henry
Heskine	Jonathanus
Heskins	Jonathan
Heskyns	blank
Hesleden	Thomas
Hesleden	William
Heslerton	Roberti
Heslop	Luke
Heslop	Thomas
Hesse	James Legrew
Hesslehead	Henricus
Hest	Luartis
Hest	Richard
Hest	Thomas
Hesting	Michael
Heston	Anthony
Heth	Nicholas
Heth	Ricardus
Hethe	Nicholas
Hetherington	Francis
Hetherington	William
Hethersett	Wormlei
Hetherton	John
Hethsletter	Rogeri
Hetley	Henry
Hetly	Henry
Heton	Charles
Heton	Martinus
Heton	Richardus
Heton	Thomas
Hett	Henry
Hett	William
Heuchin	
Heverden	George
Heviside	Henricus
Hevisted	Henry
Hew	Willelmi
Hewardine	Francisci
Hewatt	Thomas
Hewell	Philip
Hewer	George
Hewer	Jeremiah
Hewer	Robert
Hewerdine	Thomas
Hewes	Arthurus
Hewes	Johannes
Hewes	Willimus
Hewet	Johanni
Hewet	Oliverus
Hewet	Thomas
Hewet	Tyrrel
Hewet	William
Hewett	Gilbertus
Hewett	Jacobi
Hewett	Johannes
Hewett	John
Hewett	John Short
Hewett	Richardus
Hewett	Robert
Hewett	Robertus
Hewett	Thomas
Hewett	Willelmus
Hewghes	Cadwalladrus
Hewghes	William
Hewgill	Francis
Hewgill	Henry
Hewgoe	Stephen
Hewit	John
Hewit	Thomas
Hewit	Tobias
Hewit	Willelmus
Hewitson	Anthony
Hewitson	Nathanielis
Hewitt	Booth
Hewitt	charles
Hewitt	George
Hewitt	Johannes
Hewitt	John
Hewitt	John Dyer
Hewitt	John Short
Hewitt	Robert
Hewitt	Thomas
Hewitt	Tyrell
Hewitt	William
Hewlett	John Henry
Hewsen	Williams
Hewson	
Hewson	Hugo
Hewson	Ralph
Hewson	Thomas
Hewson	William
Hewster	Willimus
Hewthwaite	John
Hewyt	not given
Hewyt	Oliverus
Hewytt	Johannis
Hewytt	John
Hewytt	Richard
Hexstall	Abrahami
Hext	Johannes
Hey	Johannes
Hey	John
Hey	Johnis
Hey	Samuel
Hey	Thomae
Hey	Thomas
Hey	William
Heyball	Richardus
Heycock	Joseph
Heycock	Josephus
Heycroft	Henricus
Heycroft	Johannes
Heycroft	Robertus
Heycroft	Walter
Heycrofte	Henricus
Heycrofte	Robertus
Heyden	Edwardus
Heydon	Beniaminus
Heydon	Edward
Heydon	Edwardus
Heydon	Franciscus
Heydon	Fulwood
Heyecrofte	Henricus
Heyes	John  Lea
Heyes	John Lea
Heyes	Richard
Heyes	Thomas
Heygate	Jacobus
Heygood	Not given
Heyhoe	Grigson
Heyld	Johannes
Heyle	Waltherus
Heylet	Gulielmi
Heylett	Gulielmi
Heyley	Johannes
Heylin	
Heylin	Johannes
Heylin	John
Heylin	Richard
Heylyn	John
Heyman	Henry Pix
Heyman	John
Heyman	Peter
Heynes	Johannes
Heynes	Simon
Heynes	Symonus
Heynes	Thomas
Heynes	William
Heynesworth	Thomas
Heyney	Johannes
Heyns	Johannes
Heynson	Richard
Heype	Hugo
Heyrick	Johannes
Heyrick	Nathaniel
Heyrick	Samuel
Heyrick	Samuelis
Heyrick	Tobias
Heyricke	Richard
Heysham	Edmund
Heysham	John
Heysom	Rob'tus
Heyton	Johannes
Heyton	Matheus
Heyward	Andreas
Heyward	Willmus
Heywarde	Thomas
Heywarden	Georgii
Heywood	
Heywood	Edmund
Heywood	Edmundi
Heywood	Gulielmi
Heywood	Joannis
Heywood	Johannes
Heywood	Raphaelus
Heywood	Roland
Heywood	Thomas
Heywood	Valentini
Heywood	William
Heywoode	Rogerus
Hiat	Robertus
Hibbart	Thomas
Hibberd	James
Hibbert	Henricus
Hibbins	Henricus
Hibbins	Lucius Henry
Hibbins	Thomas
Hibgame	Edward
Hibgram	Edward
Hichcock	Thomas
Hiche	Robertus
Hick	Radulphus
Hicke	Thomas
Hickeringill	Edmund
Hickeringill	Edmundi
Hickeringill	Thomas
Hickes	Baptist
Hickes	George
Hickes	Georgius
Hickes	Henricus
Hickes	William
Hickes	Willimus
Hickford	James
Hickford	Thomas
Hickin	William
Hickling	Thomas
Hicklinge	Thomas
Hicklyng	Thomas
Hickman	Carolus
Hickman	Edmund
Hickman	Ricardus
Hicks	Charles
Hicks	Edvardi
Hicks	Edward
Hicks	George
Hicks	Georgii
Hicks	Guilimi
Hicks	Gulielmi
Hicks	Gulielmus
Hicks	James
Hicks	James Champion
Hicks	John
Hicks	Nicolaus
Hicks	Philemon
Hicks	Richard
Hicks	Richardus
Hicks	Robert
Hicks	Thomas
Hicks	unknown
Hicks	Vincentius
Hicks	William
Hicks	Willikam
Hickson	Gualteri
Hickson	Guilielmus
Hickson	Roberti
Hickson	Simonus
Hiclyng	Thomas
Hicock	Samuel
Hide	
Hide	Edmundi
Hide	Edwardus
Hide	Gulielmi
Hide	Henry
Hide	Josiae
Hide	Nicolaus
Hide	Radulphus
Hide	Richard
Hide	Richardus
Hide	William
Hidges	Thomas
Hieghfeld	Willoimus
Hienson	Robertus
Hieron	Gulielmus
Hieron	John
Hieron	Samuel
Hieron	Samuelis
Hieron	Samuelus
Hierst	James
Higden	
Higden	Briani
Higden	Gulielmus
Higden	Merlini
Higden	William
Higden	Willimus
Higdon	Johannes
Higford	Henricus
Higford	Henry
Higgate	John
Higgen	Thomas
Higgens	Anthony
Higges	Nicholaus
Higges	Robertus
Higgett	John
Higgians	Tobias
Higgin	Antonius
Higginbotham	Johannes
Higginbotham	Thomas
Higgins	Andreas
Higgins	Georgius
Higgins	Gerogius
Higgins	Guilielmus
Higgins	Johannes
Higgins	John
Higgins	Obadiah
Higgins	Ricardus
Higgins	Richard
Higgins	Robertus
Higgins	Sambrooke
Higgins	Thomas
Higgins	Wilhelmus
Higgins	William
Higginson	Albanus
Higginson	Allen
Higginson	Charles Montagu
Higginson	Franciscus
Higginson	Johannes
Higginson	William
Higgon	James
Higgon	John
Higgon	Thomas
Higgon	William
Higgons	Anthonius
Higgons	Anthony
Higgons	Thomas
Higgs	Danieli
Higgs	John
Higgs	Nicholas
Higgs	Nicholaus
Higgs	William
Higgs Baarker	William
Higgs Barker	William
Higgyns	Anthonius
Higgyns	Johannes
Higgyns	unknown
Higham	Clementis
Higham	Johannes
Higham	William
Highes	Edward
Highfeild	Edmundus
Highley	John
Highmoor	Samuel Robert
Highmore	Richardus
Highmore	Rob'tus
Highoe	Georgij
Higmore	John
Higson	Gulielmus
Higson	John
Hilary	Willimus
Hilby	George
Hildersham	Samuel
Hildesley	Mark
Hildesley	Thomas
Hildesly	Mark
Hildesly	Marsh
Hildeyard	Johannes
Hildeyard	Johannis
Hilditch	John
Hilditch	Joseph
Hildrop	John
Hildsley	M
Hildsly	Marcus
Hildyard	Christopher
Hildyard	Christophori
Hildyard	Gulielmi
Hildyard	John
Hildyard	Roberti
Hildyard	William
Hiles	Johannes
Hill	
Hill	Adam
Hill	Adamus
Hill	Antony
Hill	Augustini
Hill	Baldwin
Hill	Baldwinus
Hill	Benjamin
Hill	Benony
Hill	Brian
Hill	Caleb
Hill	Christopher
Hill	Christopherus
Hill	Christophorus
Hill	Daniel
Hill	Eadmundus
Hill	Edvardus
Hill	Edward
Hill	Edwardus
Hill	Francisci
Hill	Gabriel
Hill	George
Hill	Georgii
Hill	Gilbertus
Hill	Giles
Hill	Gualfridus
Hill	Gulielmi
Hill	Gulielmus
Hill	Guy
Hill	Harricus
Hill	Haydock James
Hill	Henricus
Hill	Henry
Hill	Henry Edmund
Hill	Herbert
Hill	Hugh
Hill	Humphridus
Hill	Jacobus
Hill	Johannes
Hill	Johannis
Hill	John
Hill	John Cecil
Hill	John Samuel
Hill	Joseph
Hill	Josephus
Hill	Joshua
Hill	Lawrentius
Hill	Luke
Hill	Maii
Hill	Martinus
Hill	Matthew
Hill	Michael
Hill	Mountrich
Hill	Mountrick
Hill	Nathanielis
Hill	Nathanielus
Hill	Nesse
Hill	Percivallus
Hill	Philippi
Hill	Philippus
Hill	Philipus
Hill	Phillipp
Hill	Ricardi
Hill	Richard
Hill	Richardus
Hill	Richus
Hill	Robert
Hill	Roberti
Hill	Robertus
Hill	Rogerus
Hill	Rolandi
Hill	Rowland
Hill	Samuel
Hill	Samuelis
Hill	Samuelus
Hill	Stephen
Hill	Theophilus
Hill	Thomas
Hill	Thos
Hill	unknown
Hill	Whetham
Hill	William
Hill	Williamus
Hill	Willimus
Hillary	Edvardus
Hillary	Willimus
Hillersdon	Edwardus
Hillersdon	Johannes
Hillersdon	John
Hilles	Richardus
Hilles	Thomas
Hilliar	Willimus
Hilliard	Johannes
Hilliard	John
Hilliard	Samuel
Hilliard	Thomas
Hilling	Giles
Hillman	James
Hillman	Thomas
Hillman	William
Hills	Edmund
Hills	Franciscus
Hills	Henry
Hills	Johannes
Hills	Martinus
Hills	Robert
Hills	Robertus
Hillyard	Christopher
Hillyard	Daniel
Hillyard	Johannes
Hillyard	Samuel
Hilman	Guilielmus
Hilman	Thomas
Hilton	
Hilton	Alexander
Hilton	Gulielmus
Hilton	Johannem
Hilton	Johannes
Hilton	Johannis
Hilton	John
Hilton	Joseph
Hilton	Richardi
Hilton	Robert
Hilton	Thomas
Hilton	William
Hinaston	Humphrey
Hinchcliffe	Edward
Hinchcliffe	John
Hinchliffe	
Hinchliffe	John
Hinchman	Joseph
Hinchman	Thomas
Hinckes	James
Hinckes	Thomas
Hinckesfield	William
Hinckesman	John
Hinckesman	Thomas
Hinckley	Johannes
Hinckley	John
Hinckley	richard
Hinckley	Walterus
Hind	
Hind	Benjaminus
Hind	Edvardus
Hind	James
Hind	John
Hind	Philip Trant
Hind	Richard
Hind	Thomas
Hinde	
Hinde	Charles
Hinde	Edward
Hinde	Edwardus
Hinde	Henry
Hinde	Johannes
Hinde	Nathaniel
Hinde	Richard
Hinde	Thomas
Hindeley	Richardus
Hinderley	John
Hinderson	Edmundus
Hindes	Thomas
Hindle	Henricus
Hindle	Jacobus
Hindley	Christopherus
Hindley	Robertus
Hindmars	Edward
Hindmarsh	Thomas
Hine	Ric'us
Hine	Thomas
Hingeston	Charles
Hingeston	James
Hingeston	Peter
Hingeston	Robert
Hingeston	Roberti
Hingeston	Samuel
HIngestone	Charles
Hingestone	Peter
Hinkesman	Carolus
Hinkesman	Thomas
Hinkley	John
Hinksman	Benjamin
Hinksman	Charles
Hinksman	Thomas
Hinnes	Gulielmus
Hinsey	George
Hintchmoughe	Thomas
Hinton	?
Hinton	Anthony
Hinton	Edvardi
Hinton	Edvardus
Hinton	Edward
Hinton	George
Hinton	Giles
Hinton	Johannes
Hinton	John
Hinton	Lawrence
Hinton	Martinus
Hinton	Thomas
Hinton	Unknown
Hinton	William
Hinton	Willimus
Hinwood	Guilielmus
Hinwood	Gulielmus
Hinxman	Thomas
Hinxman	William
Hipman	Laurentius
Hippesley	Johannes
Hippesley	John
Hippesley	Richard
Hippisley	John
Hippisley	Richard
Hippo	Willimus
Hird	John
Hird	Lamplugh
Hird	Michaelis
Hirne alias Hyron	Samuel
Hirom	Gulielmi
Hirst	Edward
Hirst	George
Hirst	Gulielmus
Hirst	Thomas
Hitch	Jacobus
Hitch	James
Hitch	Paul
Hitch	Robert
Hitch	Robertus
Hitchcock	Egidius
Hitchcock	George
Hitchcock	James Charles
Hitchcock	not given
Hitchcock	Roberti
Hitchcock	Robertus
Hitchcock	Rogeri
Hitchcock	Thomas
Hitchcocke	John
Hitchcocke	Robert
Hitche	Jacobus
Hitchens	Richard Hawkin
Hitchens	Richardus
Hitchenson	Thomas
Hitches	Edmundus
Hitches	Johannes
Hitches	Samuelus
Hitchins	Thomas Martyn
Hitchmough	Richardi
Hite	Wilhelmus
Hite	William
Hitson	Anthony
Hix	Unknown
Hoadley	Benjamin
Hoadley	Joh'es
Hoadley	Johannes
Hoadley	John
Hoadly	Benjamin
Hoadly	Johannis
Hoadly	jOHN
Hoage	Gulielmi
Hoard	Thomas
Hoare	Charles James
Hoare	Edward Hatch
Hoare	Humphridus
Hoare	Joseph
Hoare	Thomas Mills
Hoare	Willimus
Hoarrs	Thomas Mills
Hobart	
Hobart	Augustus Edward
Hobart	Gulielmi
Hobart	Henry Lewis
Hobart	Talboti
Hobbes	Johannes
Hobbes	Josephus
Hobbes	Nicholaus
Hobbes	Robert
Hobbes	Robertus
Hobbes	Willimus
Hobbins	Robert
Hobbs	Charles
Hobbs	Edward
Hobbs	Guilielmus
Hobbs	Nathanielis
Hobbs	Robert
Hobbs	Robertus
Hobbs	Thomas
Hobbs	Will'mus
Hobbys	Johannis
Hobbys	Richardi
Hobday	Stephen
Hoble	Thomas
Hoblyn	Robert
Hoblyn	Thomas
Hoblyon	Richard
Hobson	Anthonius
Hobson	Anthony
Hobson	Antony
Hobson	Christopher
Hobson	Christopheri
Hobson	Clementia
Hobson	Guilielmus
Hobson	Gulielmi
Hobson	Hugo
Hobson	Johannis
Hobson	Ricardi
Hobson	Roberti
Hobson	Robertus
Hobson	Thomas
Hobson	William
Hocguard	David
Hochekis	Johannes
Hochenson	Willimus
Hochstetter	Davidus
Hock	William Rich
Hocken	Benedictus
Hockin	Gulielmus
Hockin	John Pearce
Hockin	Thomas
Hocknell	Robertus
Hocomb	Johannes
Hodey	Nicholaus
Hodge	
Hodge	Abelis
Hodge	Johannes
Hodge	John
Hodge	John Davey
Hodge	Mathew
Hodge	Matthew
Hodge	Thomas
Hodge	Williamus
Hodgekin	Johannis
Hodges	Abel
Hodges	Abelis
Hodges	Abielis
Hodges	Anthony?
Hodges	Antonius
Hodges	boaz
Hodges	Frederic
Hodges	Frederick
Hodges	George
Hodges	Gulielmus
Hodges	Henry
Hodges	James
Hodges	Johannes
Hodges	John
Hodges	Moses
Hodges	Nathaniel
Hodges	not given
Hodges	Prideaux
Hodges	Radulphus
Hodges	Richard
Hodges	Richus
Hodges	Robert
Hodges	Thomae
Hodges	Thomas
Hodges	Thos
Hodges	unknown
Hodges	Walter
Hodges	Wilhelmus
Hodges	William
Hodges	Willimus
Hodgeson	Gawin
Hodgeson	Hugh
Hodgeson	Johannes
Hodgeson	unknown
Hodgeson	Williami
Hodgeson	Willimus
Hodgetts	Thomas
Hodgins	Thomas
Hodgkin	Charles
Hodgkin	John
Hodgkin	Radulphus
Hodgkin	Vincent
Hodgkins	Joseph
Hodgkins	Vincentii
Hodgkins	Vincentius
Hodgkinson	Gulielmus
Hodgkinson	Joseph
Hodgkinson	Nathaniel
Hodgkinson	Talleman
Hodgkinson	Tilleman
Hodgkinson	William
Hodgkinson	Willielmus
Hodgkis	Joshua
Hodgkyn	John
Hodgkynne	John
Hodgkynson	unknown
Hodgshon	Gulielmus
Hodgshon	Thomae
Hodgshonn	Gulielmi
Hodgshorn	Gulielmus
Hodgson	Bernard
Hodgson	Charles
Hodgson	Charles Henry
Hodgson	Christopher
Hodgson	Christopherus
Hodgson	Dudley
Hodgson	Francis
Hodgson	George
Hodgson	H
Hodgson	Henry
Hodgson	Hugh
Hodgson	Isaac
Hodgson	James
Hodgson	Johannes
Hodgson	John
Hodgson	Joshua
Hodgson	Michaelis
Hodgson	Miles
Hodgson	Milonis
Hodgson	Nathaniel
Hodgson	Percevelus
Hodgson	Phineas
Hodgson	Robert
Hodgson	Roberti
Hodgson	Robertus
Hodgson	Rowland
Hodgson	Thomae
Hodgson	Thomas
Hodgson	Timothy
Hodgson	Unknown
Hodgson	William
Hodkynson	Robertus
Hodnet	Johannes
Hodsden	Henricus
Hodsden	Henry
Hodshon	Dudley
Hodshon	Edmund
Hodshone	Hugo
Hodskins	Thomas
Hodskinson	Samuel
Hodson	Benjaminus
Hodson	Charles
Hodson	Edward
Hodson	Francis
Hodson	Frodsham
Hodson	Gawen
Hodson	Gawin
Hodson	George
Hodson	Gulielmus
Hodson	Henricus
Hodson	Henry
Hodson	Johannes
Hodson	Johannis
Hodson	John
Hodson	Lancelotus
Hodson	Phineas
Hodson	Richard
Hodson	Richardus
Hodson	Robert
Hodson	Robertus
Hodson	Septimus
Hodson	Thomas
Hodson	Thome
Hodson	Will'mus
Hodson	William
Hody	Humfrey
Hody	Humfry
Hody	Richardus
Hoelles	Ricardus
Hoet	James
Hoet	Lawrence
Hoett	Jacobi
Hoffman	
Hoffman	Benjamin
Hoffman	Benjaminus
Hoffman	Lewis
Hogan	Edward
Hogan	Joseph
Hogan	Josephi
Hogarth	George
Hogarth	John
Hogarth	John Henry
Hogekynson	Roberti
Hogeson	Henricus
Hogeson	Thomas
Hogeson	Willimus
Hoggard	John
Hoggart	Henry
Hoggerd	Johannes
Hoggerde	Johannis
Hoker	Nicholas
Holbech	Thomae
Holbeche	Henry
Holbeck	Edward
Holbeck	Thome
Holbeech	
Holbeme	Robertus
Holborne	Guilelmus
Holborough	Thomae
Holbroke	Samuel
Holbrook	Anthony
Holbrook	Antonius
Holbrook	Edwardus
Holbrook	John
Holbrook	Theophilus
Holbrooke	Edward
Holbrooke	John
Holbrooke	Samuelis
Holcomb	John
Holcombe	Edmundus
Holcombe	George
Holcombe	James Robertson
Holcombe	John
Holcombe	Samuel
Holcombe	William
Holcroft	Henricus
Holcrofte	Henricus
Holdbeche	Henry
Holden	Arthurus
Holden	Benjaminis
Holden	Charles
Holden	Charles Edward
Holden	Eddward
Holden	Edvardus
Holden	Edward
Holden	Edwardus
Holden	George
Holden	Georgius
Holden	Johannes
Holden	John
Holden	John Rose
Holden	Manning
Holden	Petrus
Holden	Ralph
Holden	Richard
Holden	Richardus
Holden	Robert
Holden	Thomas
Holden	William
Holden als Hadwin	
Holder	Clement
Holder	Clementis
Holder	Gulielmi
Holder	Gulielmus
Holder	Johannes
Holder	unknown
Holdford	Radulphus
Holdich	Richardus
Holdick	Thomas
Holding	Mauricius
Holding	Oliver
Holding	unknown
Holdip	Andrea
Holdip	Andreas
Holdipp	Michael
Holditch	Jeffrey
Holdred	Marci
Holdred	Marcus
Holdroyd	Georgij
Holdroyd	Joshua
Holdship	Armell
Holdsworth	Charles
Holdsworth	Henry
Holdsworth	John
Holdsworth	Josephus
Holdsworth	Jude
Holdsworth	Matthew
Holdsworth	Richardi
Holdsworth	Robert
Holdsworth	Robertus
Holdsworth	Thomas
Holdsworth	William
Holdsworth	Winch
Hole	Ellis
Hole	Matheus
Hole	Mattheus
Hole	Robert
Hole	Thomas
Holebrook	Samuel
Holford	
Holford	Caroli
Holford	Charles
Holgate	Anthonius
Holgate	George
Holgate	John
Holgate	Richard
Holgate	Robertus
Holgate	William
Holgill	Roger
Holgill	William
Holgill	Willielmi
Holgill	Willimus
Holgreve	Georgius
Holiday	Evan
Holiday	George
Holiday	William
Holins	Willimus
Holiwell	George
Holl	Edwardi
Holl	Thomas
Holland	
Holland	Adamus
Holland	Brianus
Holland	Charles
Holland	Christopher
Holland	Edvardus
Holland	Edwardus
Holland	Franc'us
Holland	Franciscus
Holland	George
Holland	Guilelmi
Holland	Henricus
Holland	Henry
Holland	Hugo
Holland	Jeffrey
Holland	Johannes
Holland	Johannis
Holland	John
Holland	Johnson Keyworth
Holland	Nicholas
Holland	not given
Holland	Ricardus
Holland	Richard
Holland	Richardi
Holland	Richardus
Holland	Robert
Holland	Robertus
Holland	Samuel
Holland	Seth
Holland	Thomas
Holland	unknown
Holland	William
Holland Edwards	Howel
Holland Edwards	Howell
Hollande	Johannes
Hollande	Ricardus
Hollande	Richardus
Hollande	Robertus
Hollande	Seth
Hollcrofte	Henricus
Holled	Knightley
Hollefear	William Mainwaring
Hollenden	Laurentius
Hollest	George Edward
Holley	Willielmi
Holliday	Andrew
Holliday	Bartenius
Holliday	Evan
Holliday	Francis
Holliday	William
Hollier	Henry
Hollier	Richard
Hollingbery	Drake
Hollingbery	Thomas
Hollingbury	Drake
Hollinges	Rogerus
Hollingsworth	John Banks
Hollingsworth	Thomas
Hollington	Gulielmus
Hollington	Oliveri
Hollingworth	Benjamin
Hollingworth	Benjaminus
