clerSurn	clerFore
Chambre	Robertus
Chambre	Rowland
Chambre	unknown
Chambres	Andrew
Chambres	Phillip Chambres
Chambres	Richard Chambres
Chambres	Robert Chambres
Chame	Thomas
Chameron	Thomas
Chamlet	Robert
Chamlet	Robertus
Chamock	Edmund George
Chamock	Johannes
Champagne	G.
Champagne	George
Champain	Henry Hugh
Champan	Henry Hugh
Champante	Henricus
Champante	Henry
Champaute	Henricus
Champe	Willmus
Champernon	Charles
Champernon	Radulphus
Champernonne	Carolus
Champernoun	Carolus
Champernoune	Carolus
Champi*ies	Johannes
Champian	Matthei
Champioen	Peter
Champion	Anthony
Champion	Calebus
Champion	Henricus
Champion	James
Champion	Johannes
Champion	John
Champion	Matheus
Champion	Nicholas
Champion	Nicholaus
Champion	Peter
Champion	Petrus
Champion	Robtus
Champion	unknown
Champion	Willimus
Champis	Peter
Champnes	Charles
Champnes	Charles John
Champnes	Edward Thomas
Champnes	Johannes
Champnes	Thomas
Champnes	Thomas Thornton
Champnes	Thomas Weldon
Champnes	Weldon
Champnes	William Weldon
Champness	
Champness	Thomas
Champness	Thomas Weldon
Champness	Weldon
Champney	Edmund
Champney	Henry William
Champney	Nicholaus
Champney	Richard
Champney	William Henry
Champneye	Johannes
Champneys	edmund
Champneys	Henricus
Champneys	Henry William
Champneys	John
Champneys	John Weldon
Champneys	Thomas
Champneys	Thomas Philips Amian
Champneys	Thomas Phipps Amian
Champneys	Weldon
Champneys	William Betton
Champneys	William Weldon
Champnies	Thomas
Champnis	Richardus
Champnis	Thomas
Champnys	Thomas
Champues	Johannes
Champyn	Henrici
Champyn	Henricus
Champyon	Johannes
Champyon	Nicholaus
Chancellor	Ephraim
Chancey	Angel
Chancey	unknown
Chancey	William
Chancey	Willielmus
Chancy	Angel
Chancy	William
Chandeler	John
Chandler	Daniel
Chandler	David
Chandler	Edmundus
Chandler	Edvardum
Chandler	Edvardus
Chandler	Edward
Chandler	Edwardus
Chandler	George
Chandler	Guilielmus
Chandler	Gulielmus
Chandler	Henry
Chandler	Jo
Chandler	Johannes
Chandler	John
Chandler	John Flutter
Chandler	nil
Chandler	Peter
Chandler	Ricardus
Chandler	Richard
Chandler	Richardus
Chandler	Robert
Chandler	Thomas Bradbury
Chandler	Wadham
Chandler	William
Chandler	Willimus
Chandless	Roger
Chane	Radulphus
Chane	[Dominic]
Chaner	Robertus
Chanery	Carolus
Chanler	John
Channcy	Angel
Channdler	William
Channell	Thomas
Channey	Edmund
Channing	Abam
Channing	Abraham
Channon	Philip
Channon	Ricardus
Channon	Richard
Channtler	Johannes
Channyne	unknown
Chanor	Thomas
Chantcell	John
Chanteler	Joannes
Chanter	William
Chantler	
Chantler	Henricus
Chantler	Henry
Chantler	Joannes
Chantler	John
Chantler	Nicholaus
Chantler	William
Chantler	Willus
Chantrell	John
Chantrell	Tho
Chantrell	Thomas
Chantrell	William
Chantrey	George
Chantrill	John
Chantry	Geo.
Chantry	Georgius
Chanvet	John
Chanwich	Not Given
Chany	Robert
Chapean	John
Chapean	William
Chapeau	John
Chapeau	not given
Chapel	Edward
Chapelhow	Joseph
Chapell	Bartholomeus
Chapell	Edvardus
Chapell	Georgij
Chapell	Georgio
Chapell	Georgius
Chapell	Graham
Chapell	Joh'es
Chapell	Johannes
Chapell	Johannes
Chapell	John
Chapell	John
Chapell	Richardus
Chapelyn	Thomas
Chapion	Peter
Chaplain	William
Chaplaine	Hugo
Chaplaine	Thomas
Chaplan	William
Chaplein	William
Chaplen	Johannes
Chaplen	John
Chaplen	Moses
Chaplen	Ricardus
Chaplen	William
Chaplen	Willimus
Chapleyn	Johannes
Chaplin	Abraham
Chaplin	Abrahamus
Chaplin	BLANK
Chaplin	Charles Sutton
Chaplin	Edward
Chaplin	Edward
Chaplin	George
Chaplin	George Ayscoghe
Chaplin	Gulielmus
Chaplin	Henry
Chaplin	Johannes
Chaplin	Petrus
Chaplin	Robert
Chaplin	Robert Gardner
Chaplin	Robertus
Chaplin	Rogerus
Chaplin	William
Chapline	Hugo
Chapline	Robert
Chapline	Robertus
Chapline	Roderici
Chaplyn	--
Chaplyn	Abrahamus
Chaplyn	James Robert
Chaplyn	John
Chaplyn	Roegerus
Chaplyn	Thomas
Chaplyn	William
Chapma	Edwardus
Chapman	--
Chapman	Abel
Chapman	Alex
Chapman	Alexander
Chapman	Alexandrus
Chapman	Benedict
Chapman	Benedict Lawrence
Chapman	Benjamin
Chapman	Benjaminus
Chapman	blank
Chapman	Carolus
Chapman	Charles
Chapman	Charles John
Chapman	Christoferus
Chapman	Christopher
Chapman	Christopherus
Chapman	Drew
Chapman	Edmund
Chapman	Edmundi
Chapman	Edmundus
Chapman	edward
Chapman	Edwardus
Chapman	Francis
Chapman	Francisci
Chapman	Franciscus
Chapman	George
Chapman	Georgius
Chapman	Gideon
Chapman	Gualter
Chapman	Guilielmus
Chapman	Gulielmi
Chapman	Gulielmus
Chapman	Henricus
Chapman	Henry
Chapman	Isaac
Chapman	Isaacus
Chapman	J.H.
Chapman	Jacobus
Chapman	James
Chapman	James
Chapman	Jasper
Chapman	Joh
Chapman	Johannes
Chapman	Johanni
Chapman	Johem
Chapman	Johes
Chapman	John
Chapman	John Mitchell
Chapman	Joiseph
Chapman	Jonathan
Chapman	Joseph
Chapman	Josephus
Chapman	Lawrence
Chapman	Leonard
Chapman	Marmaduc
Chapman	Marmaducus
Chapman	Marmaduke
Chapman	Math
Chapman	Matthaeus
Chapman	Matthaus
Chapman	Matthei
Chapman	Mattheus
Chapman	Matthew
Chapman	Michael
Chapman	Michaelis
Chapman	Nathaniel
Chapman	Nathanieles
Chapman	not given
Chapman	Paul
Chapman	Paulus
Chapman	Petrus
Chapman	R H
Chapman	R. H.
Chapman	Radolph
Chapman	Radulphus
Chapman	Ralph
Chapman	Ricardus
Chapman	Richard
Chapman	Richard Henry
Chapman	Richardus
Chapman	Richus
Chapman	Ricus
Chapman	Robert
Chapman	Robertum
Chapman	Robertus
Chapman	Roger
Chapman	Rogerus
Chapman	Samuel
Chapman	Samuel Thomas
Chapman	Samuelis
Chapman	Stepahnus
Chapman	Stephanus
Chapman	Stephen
Chapman	Thomas
Chapman	Thomas
Chapman	unknown
Chapman	Walter
Chapman	Walter jnr
Chapman	Walterus
Chapman	Willelmus
Chapman	William
Chapman	William Emerson
Chapman	William Herbert
Chapman	William Sparrow
Chapman	Willielmus
Chapman	Willimus
Chapmon	Thomas
Chappel	Edwardus
Chappel	George
Chappel	Georgius
Chappel	Greaham
Chappel	Henry
Chappel	Johannes
Chappel	John
Chappel	William
Chappell	Bartholomeus
Chappell	Edvardo
Chappell	Edvardus
Chappell	Edward
Chappell	Edwardus
Chappell	Fran.
Chappell	Francisci
Chappell	George
Chappell	Georgius
Chappell	Graham
Chappell	Henry
Chappell	Joh
Chappell	Joh'es
Chappell	Johanes
Chappell	Johannes
Chappell	Johanni
Chappell	Johannis
Chappell	Johes
Chappell	John
Chappell	Martinus
Chappell	Not given
Chappell	Roger
Chappell	Rogerum
Chappell	Rogerus
Chappell	Stephanus
Chappell	Stephen
Chappell	Thomas
Chappell	William
Chappell	Willmus
Chappellow	Leonard
Chappellow	Leonardus
Chappelow	Edward
Chappelow	Leon
Chappelow	Leonard
Chappelow	Leonardi
Chappelow	Leonardus
Chapple	Johannes
Chapple	Jonathan
Chapple	Jonathanus
Chapplelow	Leonardus
Chappletone	Thomas
Chappman	Thomas
Chappman	William
Chapulin	William
Charborough	illegible
Chard	George
Chard	George William
Chard	George William John
Chard	John
Chard	Nicholaus
Chardar	Gregor
Charde	Johannes
Charde	Robertus
Charde	Walter
Charden	Humfridus
Charden	Matheus
Chardon	Johannes
Charell	Augustinus
Charelton	Henricus
Charge	John
Charier	Beniamino
Charier	Benjamin
Chariton	Jeronimus
Chark	Ezechielus
Charke	Ezekiel
Charke	Not Given
Charke	Robert
Charke	William
Charker	Robert
Charlat	Grigorius
Charles	Jacobus
Charles	James
Charles	Joannem
Charles	Johannes
Charles	John
Charles	Joseph
Charles	Ricardus
Charles	Richardus
Charles	Robertus
Charles	Samuel
Charles	Thomas
Charles	unknown
Charles	William
Charles	[blank]
Charles Stuart	
Charleswood	Charles Benjamin
Charleswoode	John
CHarlesworth	Beedam
Charlesworth	Beedham
Charlesworth	Johannes
Charlesworth	John
Charlesworth	Joseph William
Charlesworth	Josua
Charlesworth	not given
Charlesworth	Radulphus
Charlesworth	Robert
Charlesworth	Samuel
Charlet	Arthurus
Charlet	Francis
Charlet	Franciscus
Charlet	Thomas
Charleton	Alan
Charleton	Charles
Charleton	George
Charleton	Georgius
Charleton	Gualt
Charleton	Gualterus
Charleton	Henricus
Charleton	Henry
Charleton	John
Charleton	John Kynaston
Charleton	John Rynaston
Charleton	Matthew
Charleton	Richardus
Charleton	Robert John
Charleton	Thomas
Charleton	Walterus
Charleton	Willimus
Charlett	Arth:
Charlett	Arthur
Charlett	Arthuris
Charlett	Arthurus
Charlett	Franciscus
Charlett	George
Charlett	Georgius
Charlett	Gregorius
Charlett	Gregory
Charlett	Joh
Charlett	Johannes
Charlett	Thomas
Charlewood	(John)
Charlewood	Benjamin
Charlewood	Charles Benjamin
Charlewood	John
Charlewoode	Johannes
Charlocke	Thomas
Charlot	Arthuris
Charlton	Alan
Charlton	Charles
Charlton	Charles Dennis
Charlton	Edvardus
Charlton	Francis
Charlton	Franciscus
Charlton	George
Charlton	Georgium
Charlton	Georgius
Charlton	Gilberto
Charlton	Gilbertus
Charlton	Gulielmus
Charlton	Henricus
Charlton	Henry
Charlton	John
Charlton	John Kynaston
Charlton	Richardus
Charlton	Robert Job
Charlton	Robert John
Charlton	Samuel
Charlton	Thomas
Charlton	Walterus
Charlton	Wilihelmus
Charlton	William
Charlton	William Henry
Charlton	Willimus
Charltun	Alanus
Charlyn	Abrahamus
Charman	
Charman	Franciscus
Charman	Richardus
Charman	Richus
Charman	Stephanus
Charman	Stephen
Charman	Stephenus
Charman	Thomas
Charmbury	Willielmus
Charnbury	Willielmus
Charnbury	Willimus
Charnelhouse	Alex
Charnelhouse	Alexander
Charnellhouse	Alexander
Charnely	William
Charneman	Robertus
Charner	John
Charneton	Thomas
Charnley	Christopherus
Charnley	George
Charnley	Gul
Charnley	Gulielmus
Charnley	Henricus
Charnley	Henry
Charnley	James
Charnley	William
Charnock	Edmund George
Charnock	James
Charnock	John
Charnock	Joseph
Charnock	not given
Charnock	Robert
Charnock	Rogerus
Charnock	Thomas Brooksbank
Charnock	unknown
Charnocke	Hugo
Charnocke	Johannes
Charnocke	John
Charnocke	Rogerus
Charrat	Alanus
Charrep	Samuel
Charres	Roland
Charrier	Benjamin
Charrington	Nicholas
Charrington	Nicholaus
Charrington	Nicolaus
Charrock	Thomas
Chart	John
Charte	John
Charter	John
Charter	Robertus
Charter	Thomas
Chartres	James
Charus	Willmus
Charvell	John
Charvile	John
Chary	George
Charylls	Robertus
Chase	(Lost)
Chase	Gamaliel
Chase	Gamalielem
Chase	Gamalieles
Chase	Gamalielius
Chase	Gamaliell
Chase	Gamoliel
Chase	Henricus
Chase	Joh'es
Chase	Johannes
Chase	Richard
Chase	Richardus
Chase	Rico
Chase	Thomas
Chase	William
Chase	Willimus
Chasen	Richard
Chasey	unknown
Chasey	Willielmus
Chasie	John
Chasie	Thomas
Chasin	Thomas
Chasm	Thomas
Chasteney	William
Chastie	Richardus
Chastleton	Thomas
Chasy	William Lucas
Chasy	Willielmus
Chasy	Willimus
Chasye	William
Chat	Johannes
Chatborie	Georgius
Chatborne	blank
Chatburn	Thomas
Chatburne	Willimus
Chatchlove	John
Chatelain	Henricus
Chater	Johannes
Chater	Ra:
Chater	Radulphus
Chateris	Henricus
Chaterton	Richard
Chaterton	Richardus
Chates	Thomas
Chatfeild	Barnard
Chatfeild	Bernard
Chatfeild	Bernardus
Chatfeild	blank
Chatfeild	Stephanus
Chatfeild	Stephen
Chatfeild	Thomas
Chatfeilde	Stephen
Chatfeld	Johannes
Chatfeld	Walterus
Chatfelde	Johannes
Chatfield	
Chatfield	Allen W.
Chatfield	Allen William
Chatfield	George
Chatfield	Henry
Chatfield	Joannes
Chatfield	Johannes
Chatfield	John
Chatfield	Robert Mary
Chatfield	Stephen
Chatfield	Thomas
Chatfield	Thomas, sen.
Chatfield	Walter
Chatfield	Walterus
Chatfielde	Stephanus
Chatfilde	Johannes
Chatfilde	Willimus
Chatfyld	Stephanus
Chatham	James
Chator	not given
Chator	Ralph
Chatsworth	Joshua
Chatsworth	Nicholas
Chatt	Thomas
Chatte	Johannes
Chatte	John
Chatten	Johannes
Chatterton	
Chatterton	John
Chatterton	Willimus
Chattey	--
Chattfeild	Gualterus
Chattfeild	Thomas
Chattie	Humphridus
Chattie (?)	Humphridus
Chattres	Johann
Chatty	Humphridus
Chatwin	Brianus
Chaulkhill	Johes
Chaumber	Edwardus
Chaumer	John
Chauncelyn	unknown
Chauncey	Angel
Chauncey	Angelus
Chauncey	Carolus
Chauncey	Charles
Chauncey	Jacobus
Chauncey	not given
Chauncey	unknown
Chauncy	Angelum
Chauncy	Angelus
Chauncy	Charles
Chauncy	Gulielmus
Chauncye	William
Chaundeler	Edmundus
Chaundeler	Johannes
Chaundeler	Ricardus
Chaundeler	Robert
Chaundler	Daniel
Chaundler	Edmund
Chaundler	Edmundus
Chaundler	Gulielmus
Chaundler	Johannes
Chaundler	John
Chaundler	R.
Chaundler	Ricardus
Chaundler	Richardus
chaundler	robertus
Chaundler	Robtus
Chaundler	Thomas
Chaundler	Walterus
Chaundler	William
Chaundler	Willielmus
Chaundler	Willimus
Chaundy	Edward Elton
Chaundy	John Amyatt
Chaunler	John
Chaunler	Richardus
Chaunler	Robert
Chaunler	William
Chaunt	Johannes
Chaunte	Johannes
Chaunte	Willimus
Chaunteler	--
Chaunter	Johannes
Chaunter	John
Chauntler	Henricus
Chauntler	Henry
Chauntler	Johannes
Chauntler	Johes
Chauntler	John
Chauntler	Nicholas
Chauntler	Nicholaus
Chauntler	Ralph
Chauntler	Robertus
Chauntrell	Johannes
Chauntrell	John
Chauntrell	Willimus
Chaurel	Arthur Robinson
Chauvel	Arthur Robinson
Chavasse	Horace
Chave	Philip
Chave	Philippus
Chave	Tristramus
Chave	Tristranus
Chave	Tristtam
Chave	William
Chavelton	Henricus
Chaven	Rychard
Chawfont	Christoferus
Chawmer	George
Chawner	Bobtus
Chawner	Charles
Chawner	Johannes
Chawner	John
Chawner	Robti
Chawner	William
Chawnor	Johannes
Chaworth	Richardus
Chawsworthi	Robertus
Chawuler	John
Chayley	John
Chayter	Radulphus
Chayton	Henry
Chaytor	Henry
Chaytte	Johannes
Cheadle	Elias
Cheadle	James
Cheafe	Willmus
Cheake	Johannes
Cheake	Johanness
Cheake	Robartus
Cheake	Robertus
Chealeas	William
Cheales	Andreas
Cheales	Henry
Cheales	John
Cheales	Thomas
Cheales	William
Cheap	Andrew
Cheap	John
Chearr	Oliver
Cheast	Thomas
Cheast	unknown
Cheator	not given
Cheaveley	Johannes
Chebrey	Guilielmus
Chebsey	Edvardus
Chebsey	Willimus
Chechester	Willimus
Check	Nicholas Mosley
Checkley	Edward
Checkley	John
Chedden	Richardus
Chedle	Rowland
Chedle	Rowlande
Chedle	Rowlandus
Chedleton	Nicholas
Chedsey	not given
Chedsey	Willelmus
Chedsey	William
Chedsey	Willielmus
Chedsey	Willimus
Chedsey	[not given]
Chedseye	Willielmus
Chedulton	Nicholas
Chedulton	Thomas
Cheefe	Willmus
Cheek	Michael
Cheek	Nicholas Mosley
Cheek	Robert
Cheek	Robertus
Cheeke	
Cheeke	Johannes
Cheeke	John
Cheeke	Robert
Cheeke	Robertus
Cheeke	Robtus
Cheeke	Thomas
Cheeke	Willimus
Cheekes	Johannes
Cheekley	John
Cheere	Frederic
Cheere	Frederick
Cheere	George
Cheere	William
Cheery	not given
Cheesborough	Joseph
Cheesbrough	Jacob
Cheesbrough	Joseph
Cheese	Benjamin
Cheese	George
Cheese	Johannes
Cheese	John
Cheese	Richard
Cheese	Richardus
Cheeseborough	Isaac
Cheeseborough	Jacob
Cheeseborough	Joseph
Cheesebrough	Isaac
Cheesebrough	Jacob
Cheesebrough	Joseph
Cheesewright	Edward
Cheesewryte	Edwardus
Cheesman	Johannes
Cheesman	not given
Cheesman	Richardus
Cheetham	John
Cheffeld	Thomas
Cheftoe	Joannes
Chefton	Stephanus
Cheiesman	Henrye
Cheife	Willielmus
Cheilles	Andreas
Cheke	Johannes
Cheke	John
Cheke	Robertus
Cheke	Robtus
Chekeryng	Robertus
Chekerynge	Ro:
Chelbett	Rolandus
Chelcnam	Johannes
Chell	Edwardus
Chell	John
Chelsam	James
Chelsman	blank
Chelsum	James
Chelys	Richard
Chenell	Johannes
Chenell	John
Chenery	Walter
Cheneuix	Richard
Chenevix	Richardus
Cheney	
Cheney	Clement
Cheney	illegible
Cheney	Johannes
Cheney	Richard
Cheney	Richardus
Cheney	Robertus
Cheney	Samuel
Cheney	Thomas
Chennell	Johannes
Chenney	Geo
Chenney	Nicholaus
Cheny	Thomas
Chepman	--
Chepman	Johannes
Chepman	John
Chepman	Thomas
Chepman als Hiscox	Johannes
Chepmell	Havilland Le Mesurier
Chepmell	William John
Chepwell	Havilland Le Mesurier
Cherchall	unknown
Cherevix	Richardus
Cherington	Richard
Cherington	Thomas
Cherington	William
Cheriton	Charles
Cheriton	George
Cheriton	Hieronimus
Cherke	David
Cherle	Richard
Cherley	Johannes
Cherlton	Alexander
Cherlton	Joannes
Cherlton	Willmus
Cherman	Stephen
Chermason	Richus
Cherneley	Germanus
Chernock	Not given
Chernock	Robert
Chernocke	Hugo
Chernoke	Jacobus
Chernold	Hugo
Cherrei	John
Cherret	Guilielmus
Cherrett	Guil:
Cherrett	Gulielmus
Cherrie	Samuell
Cherrieholme	Johannes
Cherrieholme	John
Cherrington	Richard
Cherrington	Thomas
Cherrington	Willimus
Cherrington	Willmus
Cherrrieholme	Johannes
Cherry	Carolus
Cherry	Charles
Cherry	Edmundus
Cherry	Edvarde
Cherry	Edvardi
Cherry	Edvardus
Cherry	Edward
Cherry	Edwardus
Cherry	Henry Curtis
Cherry	not given
Cherry	Ric'us
Cherry	Richardus
Cherry	Samuel
Cherry	Samuelis
Cherry	Samuell
Cherry	Thomas
Cherry	William
Cherry Holme	nil
Cherry Holme (sic)	nil
Cherry Home	not given
Cherryholme	
Cherryholme	Johannes
Cherryholme	Johes
Cherryholme	nil
Cherwell	Humfridus
Cherwood	Knightleus
Cheryholme	Johes
Chesall	not given
Chesborough	Jacob
Chese	Hugo
Chese	Roland
Chese	William
Cheselden	Edward
Cheselden	Johannes
Cheselden	John
Cheseldine	Edvardus
Cheseldine	Johannes
Cheseldyn	Kenelm
Cheseldyn	Kenelme
Cheselton	Thomas
Cheseman	Henricus
Cheseman	Johannes
Cheseman	John
Cheseman	Thomas
Chesernell	W J
Cheshall	Richardus
Chesheire	Richardus
Cheshier	Willimus
Cheshire	Edward
Cheshire	Henry Freeman
Cheshire	James
Cheshire	Johannem
Cheshire	Johannes
Cheshire	John
Cheshire	not given
Cheshire	Richard
Cheshire	Richardus
Cheshire	Richus
Cheshire	Robert
Cheshire	Robertus
Cheshire	Thomas
Cheshire	William
Cheshyre	James
Cheshyre	John
Chesilden	Nicolaum
Cheslebury	Edward
Cheslen	Robert
Cheslen	Robertus
Cheslin	Tho.
Cheslin	Thomas
Cheslyn	William Edward
Chesman	Harre
Chesman	Henricus
Chesman	Henry
Chesman	Not given
Chesnut	Gilbert
Chesnutt	Gilbert
Chessall	Willimus
Chesse	Ricardus
Chesse	Roland
Chessely alias Lasye	Francis
Chesser	Willimus
Chessey	Paulus
Chessheare	Richardus
Chessheir	John
Chesshere	Edwardus
Chesshere	Willimus
Chessherie	Richardus
Chesshire	Ric
Chesshire	Richardus
Chesshire	unknown
Chesshire	Willimus
Chesshyre	James
Chesshyre	John Peter Henry
Chesshyre	Robert
Chesshyre	William John
Chesson	William
Chessyre	James
Chest	Thomas
Chestehunte	Stephanus
Chesten	Robertus
Chesten	Stephanus
Chester	
Chester	Anthony
Chester	Antonius
Chester	blank
Chester	Charles
Chester	Edvardi
Chester	Edvardus
Chester	Edward
Chester	George
Chester	Georgius
Chester	Granado
Chester	Johannes
Chester	Johes
Chester	John
Chester	Joseph
Chester	Matthew
Chester	Nathaniel
Chester	Peter
Chester	Petrum
Chester	Petrus
Chester	Robert
Chester	Roberti
Chester	Robertus
Chester	Stephen
Chester	Thomas
Chester	unknown
Chester	William
Chester	William Henry Clinton
Chester	Willyam
Chesterton	Williamus
Chestham	illegible
Chesthunt	Stephanus
Chesthunte	Stephanus
Chestlin	Tho.
Chestlin	Thomas
Cheston	BLANK
Cheston	George
Cheston	Georgius
Cheston	Joseph Bonner
Cheston	Kirke
Cheston	not given
Cheston	Richds
Cheston	Richus
Cheston	Stephanus
Cheston	Stephen
Cheston	Sthephanus
Cheston	Thomas
Chestow	Stephen
Cheswall	Richardus
Cheswell	Gulielmus
Cheswell	Jacobus
Cheswell	James
Cheswell	Wilhelmus
Cheswick	Samuel
Cheswright	Edwardus
Chesyll	Johannes
Chetam	Alexander
Chetam	Joannes
Chetam	Johannes
Chetam	Thomas
Cheteham	Thomas
Chetell	blank
Chetham	Jacobus
Chetham	James
Chetham	Johannes
Chetham	John
Chetham	Thomas
Chetill	Robertus
Chetle	Gulielmus
Chetle	Wilhalmus
Chetle	Wilhelmus
Chetle	William
Chetmyle	Johannes
Chettell	Edwardus
Chettle	Edus
Chettle	Edwardus
Chettle	Edwardus (?)
Chettle	Johannes
Chettle	Jos
Chettle	Samuel
Chettle	Wilhelmus
Chettleton	Thomas
Chetwell	Alexander
Chetwin	Brian
Chetwin	Edwardus
Chetwind	Edwardus
Chetwind	John
Chetwode	George
Chetwode	Henry
Chetwode	Philip
Chetwode	unknown
Chetwood	George
Chetwood	Knightlaeus
Chetwood	Knightleius
Chetwood	Knightley
Chetwood	Knightly
Chetwoode	George
Chetworth	George
Chetwyn	John
Chetwynd	John
Chetwynd	Walter
Chetwynd-Talbot	George Gustavus
chetwyne	edwardus
Chetylton	Thomas
Chevalier	Nathaniel
Chevalier	Temple
Chevallier	Clement
Chevallier	Johannes
Chevallier	John
Chevallier	Temple
Chevallier	Temple Fiske
Chevallier	Thomas
Chevallier	Thomas Charles
Chevallier	Thomas Charlesa
Chever	Robert
Chever	Robertus
Chevers	Richardus
Cheving	Nicholaus
Chew	Charles
Chew	Jacobus
Chew	Thomas
Chewe	Robert
Chewe	Thomas
Chewney	Nichoalus
Chewney	Nicholas
Chewney	Nicolas
Cheyesman	Harry
Cheyesman	Henrie
Cheyles	Andreas
Cheylles	Ricardus
Cheynall	Henricus
Cheyne	Charles
Cheyne	Gulielmus
Cheyne	Johannes
Cheyne	John
Cheyne	not given
Cheyne	Richus
Cheyne	Robert
Cheyne	Robertus
Cheyne	Thomas
Cheyne	William
Cheynel	Henricus
Cheynell	Edvardus
Cheynell	Franciscus
Cheynell	George
Cheynell	Georgius
Cheynell	Henrici
Cheynell	Henricus
Cheynell	Henry
Cheynell	Thomas
Cheynett	Henricus
Cheyney	Charles Bouchier
Cheyney	Charles Bourchier
Cheyney	Clement
Cheyney	Geo:
Cheyney	George
Cheyney	Georgius
Cheyney	Gulielmus
Cheyney	Henricus
Cheyney	Johannes
Cheyney	Ricardus
Cheyney	Richardus
Cheyney	Samuel
Cheyney	Tho:
Cheyney	Thomas
Cheyney	Walter
Cheyney	Willelmus
Cheynie	Richardus
Cheynill	Joh'es
Cheyny	Richard
Cheynye	Johannes
Cheynye	Thomas
Chibald	Jacobus
Chibald	William
Chibbald	Jacobus
Chibbald	Willimus
Chibball	not given
Chibnall	Hugh
Chibnall	Hugo
Chibnall	Hugonis
Chicheley	--
Chicheley	Gulielmus
Chicheley	Richard
Chicheley	William
Chicheley	Wolstam
Chicheley	Wolstane
Chichely	William
Chichester	
Chichester	Charles
Chichester	Eduardus
Chichester	Edward
Chichester	George Augustus Frederick
Chichester	George AugustusFrederick
Chichester	Georgius
Chichester	Henricus
Chichester	Johannes
Chichester	Johes
chichester	John
Chichester	Robert james
Chichester	Robertus
Chichester	Samuel
Chichester	Simon
Chichester	Symon
Chichester	William
Chichlactson	Richardus
Chichley	
Chichley	John
Chichley	Thomas
Chichley	William
Chichley	Willielmus
Chichley	Willmus
Chichley	Willus
Chichley	Wm
Chichley	Wm.
Chichley	Wolstanus
Chichley	Wolstean
Chicke	Richardus
Chicke	Robertus
Chicke	Robtus
Chicke	Thomas
Chicken	Edward
Chicken	Robert
Chicken	Robertus
Chiddell	Robertus
Chiderley	Joh
Chidlegh	Georgius
Chidley	Guillemus
Chidley	Gulielmus
Chidley	Wilhelmus
Chidley	Willelmus
Chidley	William
Chidlow	unknown
Chidlowe	Roger
Chierwyn	Christoferus
Chieswright	Edwardus
Chiffell	Henry Francis
Chilcot	Christopher
Chilcot	Gulielmus
Chilcot	William
Chilcote	William Francis
Chilcott	Charles
Chilcott	Christopherus
Chilcott	Guilielmus
Chilcott	Gulielmus
Chilcott	Gulimus
Chilcott	Richadus
Chilcott	Richardus
Chilcott	Samuel
Chilcott	William
Chilcott	William Francis
Child	Beniamin
Child	Benjaminus
Child	blank
Child	Charles
Child	Davies
Child	Eduardus
Child	Edvard'
Child	Edvardus
Child	Geo:
Child	George
Child	George Robinson
Child	Georgius
Child	Gulielmus
Child	Henry
Child	illegible
Child	Johannes
Child	John
Child	not given
Child	Richardus
Child	Smith
Child	Stephanus
Child	Thomas
Child	Vicesimus Knox
Child	William
Child	Williamson
Child	Williamsonus
Childe	*es
Childe	Charles Frederic
Childe	Charles Frederick
Childe	Charles Frederick Hughes
