Pre_surn	Pre_fore
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richard
Davies	Richardus
davies	Richardus
Davies	Richardus
Davies	Richardus
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Robert
Davies	Roderick
Davies	Roderick
Davies	Roger
Davies	Roger
Davies	Roger
Davies	Roger
Davies	Rogeri
Davies	Samuel
Davies	Samuel
Davies	Samuelis
Davies	Samuelus
Davies	Sneyd
Davies	Sneyd
Davies	Sneyd
Davies	Sneyd
Davies	St Johannes
Davies	St John
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Thomas
Davies	Unknown
Davies	unknown
Davies	Vavasion
Davies	Vavasion
Davies	Walter
Davies	Walter
Davies	Walter
Davies	Walter
Davies	Walterus
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William
Davies	William Gwynne
Davies	Willimus
Davies	Willimus
Davies alias Davis	Thomas
Davies Griffith	Hugh
Davies Griffith	Hugh
Davies Griffith	Hugh
Davies Griffith	Hugh
Davies Griffith	Hugh
Davies Owen	Hugh
Davies Owen	Hugh
Davies Richardson	Peter
Davies Shipley	William
Davies Shipley	William
Davies Shipley	William
Davies Shipley	William
Davies Shipley	William
Davill	Caroli
Daville	John
Daville	John
Daving	Edward
Davis	
Davis	--
Davis	Abraham
Davis	Andreas
Davis	Athanatius
Davis	Charles
Davis	Charles
Davis	David
Davis	David
Davis	David
Davis	David
Davis	Duncombe Pyrtre
Davis	Duncumb Pyrke
Davis	Duncumb Pyrke
Davis	Edri
Davis	Edvardus
Davis	Edward
Davis	Edward
Davis	Edwardus
Davis	Edwardus
Davis	ffranciscii
Davis	Franciscus
Davis	Henry
Davis	Henry
Davis	Henry
Davis	Henry
Davis	Henry
Davis	Henry
Davis	Henry
Davis	Henry
Davis	Hugo
Davis	Joannis
Davis	Johannes
Davis	Johannes
Davis	Johannes
Davis	Johannes
Davis	Johannes
Davis	Johannes
Davis	Johannes
Davis	Johannes
Davis	Johannis
Davis	John
Davis	John
Davis	John
Davis	John
Davis	John
Davis	John
Davis	John
Davis	John
Davis	John
Davis	John
Davis	John
Davis	Joseph
Davis	Joseph
Davis	Josh:
Davis	Montagu
Davis	Nehemiah
Davis	Riceus
Davis	Richard
Davis	Richard
Davis	Richard
Davis	Richard
Davis	Richard
Davis	Richardus
Davis	Richardus
Davis	Robert
Davis	Roger
Davis	Rogeri
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	Thomas
Davis	unknown
Davis	unknown
Davis	William
Davis	William
Davis	William
Davis	William
Davis	William
Davis	William
Davis	William
Davis	William
Davis	William
Davison	Alexandrus
Davison	Ashton
Davison	Edward
Davison	Edward
Davison	Edward
Davison	Edward
Davison	John
Davison	John
Davison	John
Davison	John
Davison	John
Davison	John
Davison	John
Davison	John
Davison	John
Davison	Joseph
Davison	Robert
Davison	Robert
Davison	Robert
Davison	Robertus
Davison	Samuel
Davison	Samuel
Davison	Thomas
Davison	Thomas
Davison	Thomas
Davison	Thomas
Davison	Thomas
Davison	Thomas Francis
Davison	Thomas Francis
Davison	Thomas Francis
Davison	William
Davison	William
Davison	William
Davison	William
Davison	William
Davy	Charles
Davy	Charles
Davy	Charles
Davy	Charles
Davy	Charles
Davy	Charles
Davy	Charles
Davy	Edmund
Davy	Edmundus
Davy	ffrancisci
Davy	Johannis
Davy	John
Davy	John
Davy	John
Davy	Martin
Davy	Richardus
Davy	Robert
Davy	Thomas
Davy	Thome
Davy	Willelmus
Davy	William
Davy	William
Davy	William
Davy	William
Davy	William
Davy	William
Davy	William
Davyd	Thomas
Davydge	Hugo
Davydge	Johannes
Davydge	Thomas
Davydge	Thomas
Davye	George
Davye	Henricus
Davye	John
Davyes	Robert
Davyes	Rogerus
Davyes	Rogerus
Davyes	Thomas
Davys	George
Davys	Gulielmus
Davys	Johannes
Davys	Johannes
Davys	Johannis
Davys	John
Davys	John
Davys	Owen
Davys	Robert
Davys	Thomas
Davys	Thomas
Davys	Thomas
Davys	Willimus
Davyson	Andrew
Davyson	Willimus
Dawber	Josephus
Dawborne	Thomas
Dawbye	John
Dawbye?	John
Dawe	Alexandrus
Dawe	John
Dawes	Alexandrus
Dawes	Arthur
Dawes	Francis
Dawes	Francis
Dawes	Richardus
Dawes	Thomas
Dawes	William
Dawes	William
Dawes	William
Dawes	William
Dawes	William
Dawes	William
Dawes	William
Dawes	William
Dawes	William
Dawkins	Edward
Dawkins	Edward
Dawkins	Edward
Dawkins	Willimus
Dawling	John
Dawling	Richard
Dawling	Richard
Dawlton	William
Dawnay	Henry
Dawnay	Henry
Dawnay	Henry
Dawnay	Henry
Dawnay	Henry
Dawnay	Robert
Dawney	Edwardi
Dawney	Edwardi
Dawney	Johannis
Dawney	Johannis
Dawney	John
Dawney	John
Daws	Gulielmus
Daws	Gulielmus
Daws	not given
Daws	William
Dawson	Abraham
Dawson	Abraham
Dawson	Abraham
Dawson	Ambrose
Dawson	Benjamin
Dawson	Benjamin
Dawson	David
Dawson	David
Dawson	Edward Henry
Dawson	Edward Henry
Dawson	Edward Henry
Dawson	Edward Henry
Dawson	George
Dawson	George
Dawson	George
Dawson	Georgij
Dawson	Georgius
Dawson	Gulielmi
Dawson	Gulielmus
Dawson	Henry
Dawson	Johannem
Dawson	Johannes
Dawson	Johannis
Dawson	Johannis
Dawson	Johannis
Dawson	John
Dawson	John
Dawson	John
Dawson	John Kenton
Dawson	Joseph
Dawson	Joseph
Dawson	Josiae
Dawson	Lancelot
Dawson	Major
Dawson	Major
Dawson	Major
Dawson	Major
Dawson	not given
Dawson	Radulphus
Dawson	Ralph
Dawson	Richard
Dawson	Richard
Dawson	Thomas
Dawson	Thomas
Dawson	Thomas
Dawson	Thomas
Dawson	Thomas
Dawson	Thomas
Dawson	Thomas
Dawson	Thomas
Dawson	Thomas
Dawson	Thomas Head
Dawson	Thome
Dawson	Unknown
Dawson	William
Dawson	William
Dawson	William
Dawson	William
Dawson	William
Dawson	William
Dawson	William
Dawson	William
Dawson	Willimus
Dawsone	Willimus
Dawsonne	Johannes
Dawyer	Josephi
Daxon	Edvardi
Day	Benjaminis
Day	Benjaminis
Day	Charles
Day	Charles
Day	Ciprianus
Day	Edmundi
Day	Edmundi
Day	Edmundi
Day	Edmundus
Day	Francis
Day	Francis
Day	Gamaliel
Day	George
Day	George
Day	George
Day	George
Day	George
Day	George
Day	George
Day	George
Day	Georgius
Day	Gulielmus
Day	Gulielmus
Day	John
Day	John
Day	John
Day	John
Day	John Tomlinson
Day	Lionellus
Day	Lionellus
Day	Mathias
Day	not given
Day	Richard
Day	Richard
Day	Richard
Day	Richard
Day	Richard
Day	Richard
Day	Richard
Day	Rici
Day	Willelmi
Day	William
Day	William
Day	William
Day	William
Day	William
Day	William
Day	William
Day	William
Day	William
Day	William
Day	William
Day	William
Day	William
Day	William
Day	William
Day	William
Day	William
Day	Willimus
Day alias Bury	Robert
Daye	George
Daye	Henrici
Daye	Robertus
Daye	Thomas
Daye	Thomas
Daye	Walterus
Daye	William
Daykyn	William
Daynteth	Henricus
Dayrel	Antonius
Dayrell	Gualterus
Dayrell	John Langham
Dayrell	John Langham
Dayrell	Richard
Dayrell	Richard
Dayrell	Thomas
Dayson	Jacobus
Daytor	Thomas
De Beaulien	Lucas
de Beaulieu	Lance
De Bous	Peter
De Braval	Francis Durand
de Breval	Francis Durant
de Chair	Edward
de Chair	Edwardus
De Chair	John
de Claris	Peter
de Coetlogon	Charles Edward
de Coloribus	Johannes
de Dominis	Marcus Anthonius
De Gols	Gerard
De Grarria	Johannis
De Grey	Thomas
de Grey	Thomas
de Grey	Thomas
de Grey	Thomas
De Guissardiere	Charles
de L'Angle	Joh'es Maximilianus
De L'Angle	John Maximilian
De L'Angle	John Maximilian
De la Bere	John
De La Bere	John
De la Bere	John Baghott
de la Champ	Caleb
De la Fontaine	Elias Benjamin
De la Gard	Martin
de la Garde	--
De La Garde	Philip
De La Hay	Johannes
de la Place	Josua
de Lalargere	Henry Pynyott
De Langle	Maximilian
De Langle	Sam
de Loen	Timothy
De Luzancy	Hippoliti
De Luzancy	Hippolito
de Lyenne	--
de St. Dalmas	Fras. Anthy. Emeric
De Torgess	Petrus
De veil	Hans
De Veil	John
De Viel	Hans
De'langle	Maximilian
Deacen	Johannis
Deacle	John
Deacle	William
Deacle	William
Deacle	William
Deacle	William
Deacle	William
Deacle	William
Deacon	Francis
Deacon	Joh'es
Deacon	Johannes
Deacon	Johannis
Deacon	John
Deacon	John
Deacon	John Rawlins
Deacon	John Rawlins
Deacon	John Rawlins
Deacon	Richardus
Deacon	Samuel
Deacon	Willelmus
Deake	John
Deake	John
Deake	John
Deake	John
Deake	Thomae
Deakin	Joseph
Deakin	Joseph
Deallary	John
Deallary	John
Deallary	John
Dealtary	Gulielmi
Dealtary	Gulielmus
Dealtary	John
Dealtary	John
Dealtary	Richardi
Dealtary	William
Dealtrey	Richardi
Dealtry	Francis
Dealtry	Gulielmi
Dealtry	Henricum
Dealtry	Henricum
Dealtry	Henry
Dealtry	John
Dealtry	William
Dealtry	William
Dealtry	William
Dealtry	William
Dealtry	William
Dealtry	William
Dealtry	William
Dealtry	William
Dean	Bainbridge
Dean	Bainbridge
Dean	Bainbrig
Dean	Edward
Dean	Edwardi
Dean	George
Dean	Gulielmus
Dean	Gulielmus
Dean	Johannes
Dean	Johannes
Dean	Johannes
Dean	John
Dean	John
Dean	John
Dean	John
Dean	John
Dean	John
Dean	John
Dean	John
Dean	Joihn
Dean	Ricardus
Dean	Richard
Dean	Robert
Dean	Robert
Dean	Thomas
Dean	William
Dean	William
Dean	William
Dean	William
Deane	Edward
Deane	Edwardus
Deane	George
Deane	George
Deane	George
Deane	George Henry
Deane	George Henry
Deane	Gulielmus
Deane	Gulielmus
Deane	Gulielmus
Deane	Jacobi
Deane	Jacobus
Deane	Johannes
Deane	Johannes
Deane	Johannes
Deane	Johannes
Deane	Johannes
Deane	Johannes
Deane	John
Deane	John
Deane	John
Deane	John
Deane	John
Deane	Kenelmus
Deane	Kenelmus
Deane	Kenelmus
Deane	Nicolaus
Deane	Ricardus
Deane	Ricardus
Deane	Richard
Deane	Richard
Deane	Richard
Deane	Richardus
Deane	Richardus
Deane	Robert
Deane	Robert
Deane	Robert
Deane	Robert
Deane	Robert
Deane	Thomas
Deane	Thomas
Deane	William
Deane	William
Deane	William
Deane	William
Deane	William
Deane	William
Deane	William
Deane?	William
Deans	James
Deans	Thomas
Deare	James Russel
Deare	James Russell
Dearesly	Thomas
Dearing	Heneage
Dearling	William
Dearling	William
Dearling	William
Dearman	Henry
dearon	Samuel
Dears	Roger
Dearsley	Henrici
Dearsley	Thomam
Deason	Thomas
Deason	Thomas
Deason	Thomas
Deason	Thomas
Deason	Thomas
Deason	William
Deason	William
Deason	William
Deason	William
Deaton	Charles
Deave	Thomas
Deb*t	Daniel
Debanck	Robertus
Debanck	Robertus
Debary	Peter
Debary	Peter
Debat	Daniel
Debat	Daniel
Debat	Daniel
Debden	Georgij
Debden	Georgij
Debia	James
Debia	James
Debia	James
Debia	James
Debnam	Johannes
Debnam	Johannes
Debord	Lewis
Debord	Ludovicus
Debordes	Ludovicus
Debray	John
Decetor	Elisha
DeChair	Edward
Dechair	John
Dechair	William
Dechair-Tattersall	William
Decker	Thomas
Decker	Thomas
Dee	Adrian
Dee	David
Dee	David
Dee	David
Dee	Davidus
Dee	Francis
Dee	Francis
Dee	Francis
Dee	Franciscus
Dee	Franciscus
Dee	Franciscus
Dee	Johannes
Dee	Johannes
Dee	Johannes
Deeble	Nicholaus
Deedes	John
Deedes	John
Deedes	Julius
Deedes	Julius
Deeds	John
Deek	Bartholomeus
Deeker	Thomas
Deer	Morgan
Deere	Matthew
Deere	Morgan
Deere	Morgan
Deere	Morgan
Deere	Morgan
Deere	Pierce
Deere	Radulphus
Deere	Richardus
Deere	Richardus
Deering	Georgii
Deering	Henry
Deering	John
Deersly	Thomae
Defresne	Elias
Degge	Staunton
Degge	Staunton
DeGrey alias Beddingfield	James
DeGuiffordicres	Charles
Degulhon	Stephen
Degulhon	Stephen
Deighton	Richardus
Deighton	William
Deighton	William
Deios	Laurence
Dekar	Johannes
Dekin	Ricardi
Delabere	John
Delabere	John
Delabere	John
Delabere	John Baghott
Delabore	John
Delacourt	Anthonius
Delacre	Edwardus
Delafield	Thomas
Delafield	Thomas
Delafont	Henry
Delagarde	Philip
Delagarde	Philip
Delamore	Unknown
Delamotte	Francisci
Delanne	Willia
Delap	John
Delap	John
Delap	John
Delaporte	John Francis
Delarewe	Stephanus
Delattay	
Delawne	Nathanieles
Delby	Willimus
Delhair	Edward
Delke	Gulielmi
Delke	Thomae
Dell	Georgius
Dell	Henricus
Dell	Johannes
Dell	Samuellus
Dell	Thomas
Dell	unknown
Delne	Clement
Delton	Richus
Delton	Richus
Delves	Joseph
Delves	Joseph
Delves	Joseph
Delves	Joseph
Delves	William
Delves	William
Delves	William
Den	Thomas
Denbie	Georgius
Denbolde	Michaelis
Denby	Thomas
Denchfield	Purchas
Denchfield	Purchase
Denchfield	Purchase
Denchfield	Richard
Dene	Thomas
Deney	Waters
Deney	Waters
Denham	Beniamin
Denham	Benjamin
Denham	Benjamin
Denham	John
Denham	John
Denham	Nicholaus
Denham	Robert
Denham	Thomas
Denham	Thomas
Denham	Thomas
Denham	Thomas
Denison	Edward
Denison	John
Denison	Nathanielus
Denison	William
Denison	William
Denison	William
Denman	Franciscus
Denman	John
Denman	John
Denman	John
Denman	John
Denman	John
Denman	John
Denman	Unknown
Denmane	Willimus
Denn	Thomae
Denne	Johannis
Denne	John
Denne	John
Denne	John
Denne	John
Denne	John
Denne	John
Denne	Samuel
Denne	Samuel
Denne	Samuel
Denne	Samuel
Denne	Samuel
Denne	Samuel
Denner	Hugo
Denner	Hugo
Dennis	Anthony
Dennis	Gulielmus
Dennis	Johannes
Dennis	Johannes
Dennis	Johannes
Dennis	John
Dennis	John
Dennis	John
Dennis	John
Dennis	John
Dennis	Jonathan
Dennis	Jonathon
Dennis	Nathan
Dennis	Rolandus
Dennis	Samuel
Dennis	Samuel
Dennis	Thomas
Dennis	Thomas
Dennison	Blank
Dennison	Edward
Dennison	Johannis
Dennison	John
Dennison	unknown
Dennison	William
Dennison	William
Dennison Cumberland	Richard
Dennison Cumberland	Richard
Denniss	Samuel
Denny	Hill
Denny	Hill
Denny	Willelmi
Denny	William
Dennys	Petrus
Dennys	Thomas
Dennys	Thomas
Dennys	Thomas
Dennyse	William
Densham	Jacobus
Densham	Walterus
Denson	Robert
Denson	Roberti
Denson	Willmus
Denston	William
Dent	Andrew
Dent	Arthurus
Dent	John
Dent	Robert
Dent	Robert
Dent	Robertus
Dent	Thomas
Dent	Thomas
Dent	Thomas
Dent	Thomas
Dentie	Charolus
Denton	Christopher
Denton	Edwardus
Denton	Edwardus
Denton	Gualterus
Denton	Henricus
Denton	Henry
Denton	Henry
Denton	Henry
Denton	Henry
Denton	Isaac
Denton	Isaac
Denton	Isaac
Denton	Joannis
Denton	Joannis
Denton	Johannis
Denton	Johannis
Denton	John
Denton	Nicholas
Denton	Robert
Denton	Robert
Denton	Thomas
Denton	Thomas
Denton	Thomas
Denton	William
Denton	William
Denton	Willimus
Denyse*	Gilbert
Denyss	Willimus
Denysse	William
Depup	Johannes
Derbishire	William
Derby	Benjamin
Derby	Christopher
Derby	Edward
Derby	Edward
Derby	Edward
Derby	Ephraim
Derby	Henr (sic0
Derby	John
Derby	John
Derby	John
Derby	John
Derby	John
Derby	John
Derby	John
Derby	John
Derby	Jonathan
Derby	Jonathan
Derby	Richard
Derby	Thomas
Derbyshire	Thomas
Derbyshire	Thomas
Derbyshire	Thomas
Derbyshire	Thomas
Derbyshire	Thomas
Dereham	Rogeri
Dereham	Rogerus
Derehewes	Philip
Derham	Baldwin
Derham	Rogerus
Derham	Thomas
Derham	William
Derham	William
Derham	William
Derick	Richard
Dering	
Dering	
Dering	Cholmeley Edward john
Dering	Cholmeley Edward john
Dering	Eadwardus
Dering	Edward
Dering	Heneage
Dering	Heneage
Dering	Heneage
Dering	Heneage
Dering	Heneage
Dering	Heneage
Dering	Heneage
Dering	Heneage
Dering	Heneagij
Dering	Henry
Derisley	Thomae
Derisley	Thomae
Derisley	Thomas
Derisley	Thomas
Derisley	Thomas
Derisley	Thomas
Dernalls	Thomas
Dernelove	Johannes
Dernelove	Johannes
Dernelove	Thomas
Dernlowe	Johannes
Derringe	Edwardus
Dertnoll	Robertus
Derwarde	Johannes
Derwas	Richardus
Des champs	john
Desaguliers	Joannis Theophili
Desaguliers	Theophilus
Desaguliers	Theophilus
Desaguliers	Thomas
Desaguliers	Thomas
Desalis	H.J.
Desalis	H.J.
DeSalis	Henry Jerome
Desborough	Thomas
Descrambes	John
Desforges	Petrus
Desforges	Petrus
Despergnes	Nicholas
Dethick	Henricus
Dethick	William
Dethicke	John
Dethike	John
Detton	Richard
Detton	Richus
Detton	Thomas
Detton	Thomas
Devall	Henricus
Devall	Henricus
DeVeil	John
Devenisshe	Gulielmus
Devenisshe	Gulielmus
Devenisshe	William
Devenshire	William
Devenysh	William
Devereaux	Roberti
Devereux	Christoferus
Devereux	James
Devereux	Jonathani
Devey	James
Devey	Thomas
Devey	Thomas
Devey	Thomas
Devey	William
Devey	William
Devias	Johannes
Devias	Johannes
Devias	Richi
Devie	James
Devie	John
Devie	John
Devis	John
Devonald	George
Devyas	Johannes
Dew	Christopherus
Dew	John
Dew	Thomas
Dew	Thomas
Dew	Thomas
Dew	Thomas
Dew	Thomas
Dew	Thomas
Dew	Thomas
Dew	Thomas
Dew	Thomas
Dewberie	Thomas
Dewberry	Thomas
Dewdney	Emanuel
Dewdon	George
Dewe	John
Dewe	John
Dewe	John
Dewe	John James
Dewe	John James
Dewe	John James
Dewe	Thomas
Dewe	Thomas
Dewe	Willimus
Dewe	Willimus
Dewell	Charles
Dewell	Charles
Dewey	George
Dewherst	Robert
Dewherst	Robert
Dewhurst	James
Dewhurst	James
Dewhurst	Richard
Dewhurst	Robertus
Dewhurst	Willimus
Dewing	Edward
Dewport	Johannes
Dewport	Johannes
Dewport	Johannes
Dewry	Henrici
Dewryng	Radulphus
Dewse	Laurence
Dewse	Laurence
Dewsnop	Charles
Dewsnop	Charles
Dewsnop	Charles
Dewsnop	Charles
Dewsnop	Emanuel
Dewsnop	Emanuel
Dewsnop	Richard
Dewy	Francis
Dey	Edvardi
Dey	George
Dey	Thomas
Dey	Thomas
Deye	George
DEye	Nathaniel
Deye	Petri
Deyer	James
Deyethe	Thomas
Deykin	Willimus
Deykin	Willimus
Deyman	
Deyman	Gulielmus
Deyne	Robertus
Deyne	Thomas
Deynes	Johannis
Deynes	Johannis
Deyons	Rogerus
Deythicke	Richard
Deze	Franciscus
Diamnott	Thomas
Dibald	Johannis
Dibald	Johannis
Dibben	James
Dibben	James
Dibben	James
Dibben	James
Dibben	Richard
Dibben	Thomas
Dibben	unknown
Dibble	Thomae
Dibble	Thomas
Dibble	Thomas
Dibble	Thomas
Dibble	Thomas
Dibble	Thomas
Dicas	Humfrey
Diccenson	Henricus
Dicconson	Carolus
Dicey	Edward
Dicey	Edward
Dicey	Edward
Dicey	Edward
Dicey	Edward
Dicey	Edward
Dicey	Edward
Dichburn	Willielmus
Dichfeilde	Richardus
Dick	Barnabas
Dick	Johannes
Dicken	George
Dicken	George
Dicken	Thomas
Dicken	William
Dickens	Aldersey
Dickens	Charles
Dickens	Charles
Dickens	Charles
Dickens	Charles
Dickens	George
Dickens	George
Dickens	Gulielmus
Dickens	Samuel
Dickens	Samuel
Dickens	Samuel
Dickens	Samuel
Dickenson	Cuthbert
Dickenson	Davidis
Dickenson	Edmund
Dickenson	Edward
Dickenson	Edward
Dickenson	Edward
Dickenson	Edward
Dickenson	Gualterus
Dickenson	Henrici
Dickenson	John
Dickenson	John
Dickenson	John
Dickenson	Joseph
Dickenson	Joseph
Dickenson	Joseph
Dickenson	Joseph
Dickenson	Joseph
Dickenson	Leonardus
Dickenson	Nicholas
Dickenson	not given
Dickenson	Plaxton
Dickenson	Richard
Dickenson	Thomas
Dickenson	Thomas
Dickenson	Thomas
Dickenson	Timothy
Dickenson	Timothy
Dickenson	William
Dickenson	Willimus
Dickes	Thomas
Dickes	Willimus
Dickin	William
Dickin	William
Dickins	George
Dickins	Georgius
Dickins	Johannes
Dickins	William
Dickinson	Abraham
Dickinson	Charles
Dickinson	Charles
Dickinson	Charles
Dickinson	Henrici
Dickinson	John
Dickinson	John
Dickinson	John
Dickinson	Richard
Dickinson	Richard
Dickinson	Richard
Dickinson	Robert
Dickinson	Robert
Dickinson	Samuel
Dickinson	Thomas
Dickinson	Thomas
Dickinson	Thome
Dickinson	William
Dickinson	William
Dickinson	William
Dickinson	Willimus
Dicklegg	Richard
Dicklegg	Richard
Dicklegge	Richardus
Dickman	Edmund
Dickman	Roberti
Dickman	Roberti
Dickon	Radulphus
Dickon	Radulphus
Dickons	Georgius
Dickons	Gulielmus
Dickonson	Thomas
Dickonson	William
Dickonson	William
Dickonson	William
Dicksen	Thomas
Dickson	Aldersley
Dickson	Joseph
Dickson	Michael
Dickson	Robertus
Diconson	Henricus
Diconson	John
Diconson	Thome
Diconson	Thome
Dicus	Hugo
Dierton	Thomas
Dieubourdien	Joannis
Digbie	Everardus
Digby	
Digby	
Digby	Charles
Digby	Charles
Digby	Charles
Digby	Charles
Digby	Charles
Digby	Charles
Digby	Charles
Digby	Charles
Digby	Charles
Digby	Edward
Digby	Everard
Digby	Johannes
Digby	Joseph
Digby	Leonardus
Digby	Robert
Digby	Robert
Digby	William
Digby	William
Digby	William
Digby	William
Digby	William
Digby	William
Digby	William
Digby	William
Digby	William
Digby	William
Digby	William
Digby	William
Digbye	Everard
Digbye	Kenelm
Digges	Edmundus
Diggle	
Diggle	Edmund
Diggle	Johannes
Diggle	Johannes
Diggle	Thomas
Diggle	Wadham
Diggle	Wadham
Diggle	Wadham (same)
Diggles	Wadham
Diggons	Nicholaus
Diggs	Edvardus
Diggs	Edward
Dighbie	Johannes
Dighton	Charles Alean
Dighton	Charles Mean?
Dighton	Everardus
Dighton	Everardus
Dighton	Guilielmus
Dighton	Gulielmus
Dighton	Gulielmus
Dighton	John
Dighton	John
Dighton	John
Dighton	John
Dike	unknown
Dikes	Edwardus
Dilingham	Theophilus
Diliworth	Thomas
Dilke	John
Dilke	John
Dilke	John
Dilkes	John
Dilkes	Thomas
Dill	Edwardus
Dillingham	Benjaminus
Dillingham	Gulielmus
Dillingham	Theophilus
Dillingham	Thomas
Dillingham	Thomas
Dillon	Henry Luke
Dillon	Henry Luke
Dillon	Richard
Dillon	Willimus
Dillon	Willimus
Dillowe	Richard
Dilworthe	Thomas
Dimmock	John Giles
Dimock	Henry
Dimott	John
Dimott	John
Dimsdale	Owen
Dinase	Unknown
Dineley	George
Dingle	Christopherus
Dingle	Thomas
Dingley	Charles
Dingley	Gulielmus
Dingley	James
Dingley	Nicholas
Dingley	Nicholas
Dingley	Robert Henry
Dingley	Robert Henry
Dingley	Symon
Dingley	William
Dinham	John
Dinham	John
Dinham	John
Dinham	John
Dinham	John
Dinonson	Carolus
Dinsdale	George
Dinsdale	James
Dinsdale	Owen
Dinsdale	Owen
Dinsdale	Roberti
Dipford	Thomas
Diple	Robert
Dirkins	Georgius
Disborowe	Henry
Discipline	Thomae
Discipline	Thomae
Discombe	Ricardus
Disney	
Disney	Johannes
Disney	John
Disney	John
Disney	Matthaeus
Disney	Matthew
Disney	Richard
Disney	Samuel
Disney	Samuelis
Disney	Thomas
Disney	Thomas
Disney	Thomas
Disney	Thomas
Disney	Thomas
Disney	William
Diston	Johannes
Diston	Willielmus
Ditcher	Joseph
Ditcher	Joseph
Ditchfeild	Robertus
Ditchfield	Johannes
Ditchfield	Johannes
Dix	Charles
Dix	Charles
Dix	Christoferus
Dix	Johannes
Dix	Johannes
Dix	Johes
Dix	Richardi
Dixe	Edvardus
Dixe	Edvardus
Dixe	Johannes
Dixe	Johannes
Dixe	Thomas
Dixe	Thomas
Dixie	Beaumont
Dixie	Beaumont
Dixie	Beaumont
Dixie	Beaumont
Dixie	Beaumont
Dixie	Johannes
Dixon	
Dixon	Charles
Dixon	Edward
Dixon	Fletcher
Dixon	Francis
Dixon	Francis
Dixon	George
Dixon	George
Dixon	George
Dixon	George
Dixon	George
Dixon	George
Dixon	George
Dixon	George
Dixon	George
Dixon	Gulielmus
Dixon	Henricus
Dixon	Henry
Dixon	Henry
Dixon	Henry
Dixon	James
Dixon	James
Dixon	James
Dixon	Jeremiah
Dixon	Johannes
Dixon	Johannes
Dixon	John
Dixon	John
Dixon	John
Dixon	John
Dixon	John
Dixon	John
Dixon	Jonathan
Dixon	Jonathan
Dixon	Joseph
Dixon	Joseph
Dixon	Joseph
Dixon	Josephus
Dixon	Matthew
Dixon	Matthew
Dixon	Matthew
Dixon	Peirce
Dixon	R:
Dixon	Richard
Dixon	Richard
Dixon	Richard
Dixon	Richard
Dixon	Richard
Dixon	Richard
Dixon	Richard
Dixon	Robert
Dixon	Robert
Dixon	Robert
Dixon	Robert
Dixon	Robert
Dixon	Robert
Dixon	Robert
Dixon	Robertus
Dixon	Robertus
Dixon	Robertus
Dixon	Robertus
Dixon	Robertus
Dixon	Robti
Dixon	Samuelis
Dixon	Stephen
Dixon	Thomas
Dixon	Thomas
Dixon	Thomas
Dixon	Thomas
Dixon	Thomas
Dixon	Thomas
Dixon	Thomas
Dixon	Thomas
Dixon	Thomas
Dixon	Thomas
Dixon	Thomas
Dixon	Thomas
Dixon	Unknown
Dixon	William
Dixon	William
Dixon	William
Dixon	William
Dixon	William Henry
Dixon	William henry
Dixon	William Henry
Dixon	Willielmi
