Pre_surn	Pre_fore
Horswell	Willimus
Hort	Josia
Hort	Josias
Horton	Alexander
Horton	Alexander
Horton	Alexandrus
Horton	Edward
Horton	Edward
Horton	Franciscus
Horton	Franciscus
Horton	Franciscus
Horton	Franciscus
Horton	Humphrey
Horton	James
Horton	Joh'es
Horton	Johannes
Horton	John
Horton	Nathaniel
Horton	Thomas
Horton	Thomas
Horton	Thomas
Horton	Thomas
Horton	Thomas
Horton	Thomas
Horton	Thomas
Horton	Thomas
Horton	Thomas
Horton	Thome
Horton	Thome
Horton	William
Horton	William
Horton	William
Horton	William
Horton	William
Horton	William
Hortopp	Radulphus
Horward	Richardus
Horward	William
Horwell	Petrus
Horwood	Johannis
Horwood	John
Horwood	Thomas
Horwoode	Christopherus
Horwoode	Willielmus
Hosegood	Robertus
Hosier	Gulielmus
Hosier	Gulielmus
Hosier	William
Hosier	William
Hosken	John
Hoskins	Abraham
Hoskins	Charles
Hoskins	John
Hoskins	John
Hoskins	John
Hoskins	John
Hoskins	John
Hoskins	John
Hoskins	John
Hoskins	Legh
Hoskyns	Bennett
Hoskyns	Carolus
Hoskyns	Hungerford
Hoskyns	Hungerford
Hoskyns	John
Hoskyns	unknown
Hoslins	Christopher
Hosnold	Lionelus
Hossington	Gaspar
Hoste	Dixon
Hoste	Dixon
Hoste	Dixon
Hoste	James
Hoste	James
Hoste	James
Hoste	William
Hoste	William
Hoste	William
Hostelar	Leonardus
Hotblack	William
Hotchekis	Johannes
Hotchkin	Willimus
Hotchkis	Leonard
Hotchkis	Leonard
Hotchkis	Leonard
Hotchkis	Thomas
Hotchkis	Vincent
Hotchkiss	James
Hotchkiss	James
Hotchkiss	James
Hotchkiss	James
Hotchkiss	Joshua
Hotchkiss	Joshua
Hotchkiss	Thomas
Hotchkys	Thomas
Hotchkyss	Vincent
Hotckis	Thomas
Hotham	John
Hotham	John
Hotham	John
Hotham	John
Hotham	John
Hotham	John
Hotoft	John
Hottoft	Richardus
Hottofte	Johannes
Houblon	Jacob
Houblon	not given
Hough	
Hough	Edmundi
Hough	George
Hough	Henry
Hough	Johannes
Hough	Johannes
Hough	John
Hough	John
Hough	John
Hough	John
Hough	John
Hough	John
Hough	Joseph
Hough	Nathanielis
Hough	Samuel
Hough	Thomas
Houghe	Georgius
Houghe	Nicholaus
Houghe	William
Houghton	Adam
Houghton	Gulielmi
Houghton	Gulielmi
Houghton	Henry
Houghton	Johannes
Houghton	Johannes
Houghton	Johannes
Houghton	John
Houghton	John
Houghton	John
Houghton	Michaelis
Houghton	Nicholaus
Houghton	Petrus
Houghton	Robertus
Houghton	Samuelis
Houghton	Thomas
Houghton	Thomas
Houghton	Thomas
Houghton	Thomas
Houghton	Thomas
Houghton	Thomas
Houghton	Thome
Houghton	unknown
Houghton	William
Houghton	William
Houghton	William
Houghton	Willielmus
Houghton	Willimus
Houghton alias Holton	Thomas
Houghty	Gulielmi
Houlbroke	Theophilus
Houlden	Edwardus
Houlder	Petrus
Houlditch	Edward
Houlditch	Edward
Houlditch	Edward
Houlditch	Edward
Houlditch	Edward
Houlston	Thomas
Houlte	Johannes
Houlton	John
Houlton	John
Houlton	Robert
Houlton	William
Hounde	Edmundus
Hounsden	Joh'es
House	Gulielmus
House	Jacobi
Housegoode	Anthonius
Houseman	Henry
Houseman	Richardus
Houson	Henry
Houson	Henry
Houston	Alexander
Houstoun	Robert Rae
Houstoun	Robert Rae
Hoveden	George
Hovell alias Smith	Johannis
Hovenden	George
Hovenden	Robert
Hovenden	Robert
Hovenden	Robert
How	Christopher
How	Gulielmi
How	Jacobus
How	Jacobus
How	James
How	Peter
How	Peter
How	Samuel
How	Samuel
How	Samuel
How	Samuel
How	Simon
How	Thomas
How	Thomas
How	William
Howard	
Howard	Eden
Howard	Eden
Howard	Edward
Howard	Gulielmus
Howard	Henrici
Howard	Henricus
Howard	Henry
Howard	Henry Edward John
Howard	Henry Edward John
Howard	Johannes
Howard	Johannes
Howard	Johannes
Howard	Johannis
Howard	Johannis
Howard	John
Howard	John
Howard	Leonard
Howard	Lodovicus
Howard	Richard
Howard	Richard
Howard	Richard
Howard	Richard
Howard	Richard
Howard	Richard
Howard	Richard
Howard	Richard
Howard	Richard
Howard	Richard
Howard	Robert
Howard	Robert
Howard	Robert
Howard	Robert
Howard	Rowlandus
Howard	Thomas
Howard	Thomas
Howard	Thomas
Howard	Thomas
Howard	Thomas
Howard	Thomas
Howard	Thomas
Howard	Thomas
Howard	Thomas A
Howard	Unknown
Howard	William
Howard	William
Howard	William
Howarth	John
Howchyns	Willimus
Howdell	William
Howden	Cristoferi
Howe	Brianus
Howe	Edmundus
Howe	James
Howe	John
Howe	Obadiah
Howe	Peter
Howe	Radulphus
Howe	Richardus
Howe	Robert
Howe	Robert
Howe	Robertus
Howe	Robertus
Howe	Thomas
Howe	Thomas
Howe	Thomas
Howe	Willimus
Howegrave	Willimus
Howel	Gulielmus
Howell	Benjamin
Howell	Benjamin
Howell	Benjamin
Howell	Benjamin
Howell	Benjamin
Howell	Benjamin
Howell	Benjamin
Howell	Benjamin
Howell	Cradock
Howell	Edward
Howell	Edwin
Howell	Gulielmus
Howell	Gulielmus
Howell	Gulielmus
Howell	Gwalterus
Howell	Henricus
Howell	Howell
Howell	Howell
Howell	James
Howell	James
Howell	James
Howell	Johannes
Howell	Johannes
Howell	Johannes
Howell	Johis
Howell	John
Howell	John
Howell	John
Howell	John
Howell	John
Howell	John
Howell	John
Howell	John
Howell	Levold Thomas
Howell	Maurice
Howell	Maurice
Howell	Philippus
Howell	Philippus
Howell	Riceus
Howell	Riceus
Howell	Riceus
Howell	Richard
Howell	Robertus
Howell	Robertus
Howell	Samuel
Howell	Thomae
Howell	Thomas
Howell	Thomas
Howell	Thomas
Howell	Walterus
Howell	William
Howell	William
Howell	William
Howells	Edward
Howells	Edward
Howells	Evanus
Howells	Georgius
Howells	Johes
Howells	John
Howen	John
Howerth	William
Howes	
Howes	Ade
Howes	Edmund
Howes	Francis
Howes	Francis
Howes	Francis
Howes	Francis
Howes	George
Howes	George
Howes	George
Howes	Gulielmi
Howes	Johannis
Howes	John Harman
Howes	Roberti
Howes	Roberti
Howes	Thomas
Howes	Thomas
Howes	Thomas
Howes	Thomas
Howes	Thomas
Howes	Thomas
Howes	Thomas
Howes	Thomas
Howes senior	Thomas
Howes the Elder	Thomas
Howesden	Arthurus
Howett	Willimus
Howghe	Nicholaus
Howgrane	William
Howgrave	
Howgrave	Henry
Howgrave	Henry
Howgrave	Johannes
Howgrave	Johannes
Howgrave	Willimus
Howgrave	Willimus
Howkins	Edward
Howland	Richard
Howland	Richard
Howland	Richardus
Howldsworth	Willimus
Howle	Willimus
Howlet	Edvardi
Howlet	Edwardi
Howlet	Henrici
Howlet	William
Howlet	William
Howlett	
Howlett	
Howlett	
Howlett	John
Howlett	John
Howlett	John
Howlett	John
Howlett	John
Howlett	Roberti
Howlett	Thomae
Howlette	John
Howlette	John
Howlette	John
Howlette	John
Howlette	John
Howley	William
Howley	William
Howley	William
Howley	William
Howley	William
Howling	Anthonius
Howman	Arthur Edward
Howman	Edward
Howman	Edward
Howman	Edward John
Howman	Roger Freston
Howman	Roger Freston
Howman	Rogeri
Howorth	Johannes
Howorth	Johannes
Howorth	Johannes
Howorth	Johannes
Howorth	Thomas
Howper	Johannes
Howse	John
Howse	Josephus
Howse	Roberti
Howse	Roberti
Howse	Roberti
Howse	Robertus
Howseman	Johannes
Howsen	Robertus
Howsker	Martini
Howson	Francis
Howson	Francis
Howson	Francis
Howson	Gulielmi
Howson	Johannes
Howson	Johannes
Howson	Johannes
Howson	Johannes
Howson	John
Howson	Thomas
Howson	Unknown
Howson	Unknown
Howson	Willimus
Howston	Gulielmi
Howsyer	Johannes
Hoxton	Morganus
Hoye	Clemens
Hoyes	William
Hoyland	Edward
Hoyland	Edward
Hoyland	Issacus
Hoyland	Johannes
Hoyland	Nathanielis
Hoyle	Charles
Hoyle	Elkannah
Hoyle	Elkannah
Hoyle	Henricus
Hoyle	Henry
Hoyle	John
Hoyle	Josephus
Hoyle	Rowland
Hoyle	Rowland
Hoyle	Rowland
Hoyle	Rowland
Huatson	Milo
Huband	Willielmus
Hubbald	Alexandri
Hubbald	Alexandri
Hubbald	Richardus
Hubbald	Richardus
Hubbard	Edward
Hubbard	Gregory
Hubbard	Gulielmus
Hubbard	John
Hubbard	John
Hubbard	John
Hubbard	John Clarke
Hubbard	John Clarke
Hubbart	Alexandri
Hubbert	uncertain
Hubbert	uncertain
Hubbock	John
Hubbock	John
Hubbs	James
Hubbuck	John
Huchenson	Cuthbertus
Huchenson	not given
Huchenson	Radulph
Huchenson	Radulphus
Huchenson	Thomas
Huchenson	William
Huchenson	William
Huchenson	Willimus
Huchinson	unknown
Huchinson	unknown
Huchinson	Willimus
Huchinson	Willimus
Huchinson	Willimus
Huchom	Thomas
Huchynson	Willimus
Huckell	John
Hucker	Johannes
Huckestaple	Johannes
Huckle	Thomas
Hucklett	Egidius
Hucknall	Luke
Hucknall	Luke
Huddersford	George
Huddersford	George
Huddersford	William
Huddesford	George
Huddesford	George
Huddesford	George
Huddesford	George
Huddesford	John
Huddesford	John
Huddesford	William
Huddesford	William
Huddesford	William
Huddesford	William
Huddesford	William
Huddesford	William
Huddesford	William
Huddesford	William
Huddespeth	John
Huddleston	Lawson
Huddleston	Lawson
Huddleston	Thomas
Huddleston	William
Huddleston	William
Huddlestone	Andrew
Huddlestone	Lawson
Huddlestone	Lawson
Huddlestone	Lawson
Hudles	Thomas
Hudleston	Curwen
Hudleston	Georgius
Hudleston	Georgius
Hudleston	Georgius
Hudleston	Wilfrid
Hudleston	William
Hudleston	William
Hudleston	William
Hudleston	William
Hudleston	William
Hudlestone	Lawsonus
Hudson	Alexander
Hudson	Alexander
Hudson	Edward
Hudson	Edward
Hudson	Edward
Hudson	Edwardus
Hudson	Francis
Hudson	Franciscus
Hudson	George
Hudson	George
Hudson	Georgius
Hudson	Gilbertus
Hudson	Gulielmi
Hudson	Gulielmus
Hudson	Gulielmus
Hudson	Henricus
Hudson	Henry
Hudson	Hugonis
Hudson	Johannes
Hudson	Johannes
Hudson	Johannes
Hudson	Johannes
Hudson	Johannes
Hudson	Johannis
Hudson	Johannis
Hudson	John
Hudson	John
Hudson	Joseph
Hudson	Joseph
Hudson	Joseph
Hudson	Joseph
Hudson	Joseph
Hudson	Josephi
Hudson	Josephi
Hudson	Josephi
Hudson	Philip
Hudson	Philip
Hudson	Philip
Hudson	Richard
Hudson	Richard
Hudson	Richard
Hudson	Richardus
Hudson	Robert
Hudson	Robert
Hudson	Robert
Hudson	Robert
Hudson	Robert
Hudson	Robert
Hudson	Robert
Hudson	Robert
Hudson	Robert
Hudson	Robert
Hudson	Samuel
Hudson	Samuel
Hudson	Samuel
Hudson	Samuel
Hudson	Samuel
Hudson	Samuel Junior
Hudson	Samuel Junior
Hudson	Samuelis
Hudson	Samuelis
Hudson	Septimus
Hudson	Simonis
Hudson	Thomas
Hudson	Thomas
Hudson	Thomas
Hudson	Thomas
Hudson	Thomas
Hudson	Thomas
Hudson	Thomas
Hudson	Thomas
Hudson	Thomas
Hudson	Thomas
Hudson	Thomas
Hudson	Thomas
Hudson	Thomas
Hudson	Thomas
Hudson	Thomas
Hudson	Thomas
Hudson	Unknown
Hudson	William
Hudson	Wlliam
Hudson	Wlliam
Hue	Corbet
Hue	Rodolphe
Hueson	George
Huet	William Godrey
Huet	William Godrey
Huett	Johannes
Huett	Petri
Huett	Thomas
Huett	Thomas
Huett	William
Huffam	Stephan
Huffam	Stephen
Huffam	Vincent
Huffam	Vincent
Huges	Owen
Hugette	Johannes
Huggard	Martinus
Huggat	Anthonius
Huggens	Robertus
Huggert	Richardus
Huggett	Roger
Huggins	Charles
Huggins	Charles
Hugginson	Thomas
Hugh	Johannes ap
Hugh	William
Hugh Hanmer	Morgan
Hughe	Robertus
Hughes	Andrew
Hughes	Andrew
Hughes	Andrew
Hughes	Andrew
Hughes	Andrew
Hughes	Audoceni
Hughes	Audoeni
Hughes	Bartholomeus
Hughes	Bartholomew
Hughes	Bartholomew
Hughes	Benjamin
Hughes	Bulkeley
Hughes	Bulkeley
Hughes	Bulkeley
Hughes	Bulkeley
Hughes	Bulkeley
Hughes	Bulkeley
Hughes	Bulkeley
Hughes	Bulkeley
Hughes	Bulkeley
Hughes	Cadwallader
Hughes	Cadwalladerus
Hughes	Charles
Hughes	Charles
Hughes	Charles
Hughes	Charles
Hughes	Charles
Hughes	Charles
Hughes	Charles
Hughes	Charles
Hughes	David
Hughes	David
Hughes	David
Hughes	David
Hughes	David
Hughes	David
Hughes	David
Hughes	David
Hughes	David
Hughes	David
Hughes	David
Hughes	David
Hughes	David
Hughes	David
Hughes	David
Hughes	Edoardus
Hughes	Edvardus
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edwardus
Hughes	Ellis
Hughes	Ellis
Hughes	Ellis
Hughes	Evan
Hughes	Evan
Hughes	George
Hughes	George
Hughes	Gruffini
Hughes	Guilielmus
Hughes	Gulielmus
Hughes	Gulielmus
Hughes	Henricus
Hughes	Henricus
Hughes	Henricus
Hughes	Henricus
Hughes	Henricus
Hughes	Henricus
Hughes	Henry
Hughes	Henry
Hughes	Henry
Hughes	Henry
Hughes	Henry
Hughes	Henry
Hughes	Henry
Hughes	Henry
Hughes	Henry
Hughes	Holandi
Hughes	Holandi
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	James
Hughes	James
Hughes	James
Hughes	James
Hughes	Joannes
Hughes	Johannes
Hughes	Johannes
Hughes	Johannes
Hughes	Johannis
Hughes	Johannis
Hughes	Johes
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	Joseph
Hughes	Joseph
Hughes	Joseph
Hughes	Joseph
Hughes	Lewis
Hughes	Lewis
Hughes	Lewis
Hughes	Lewis
Hughes	Lewis
Hughes	Lewis
Hughes	Lewis
Hughes	Lewis
Hughes	Lewis
Hughes	Lewis
Hughes	Lewis
Hughes	Lewis
Hughes	Lewis
Hughes	Lewis
Hughes	Lewis
Hughes	Lewis
Hughes	Lewis
Hughes	Lewis
Hughes	Ludovicus
Hughes	Mauritius
Hughes	Michaelis
Hughes	Newman
Hughes	not given
Hughes	Obediah
Hughes	Oliverus
Hughes	Owen
Hughes	Owen
Hughes	Owen
Hughes	Owen
Hughes	Owen
Hughes	Owen
Hughes	Owin
Hughes	Owinus
Hughes	Owinus
Hughes	Peter
Hughes	Peter
Hughes	Peter
Hughes	Rice
Hughes	Rice
Hughes	Rice
Hughes	Rice
Hughes	Rice
Hughes	Rice Robert
Hughes	Richard
Hughes	Richard
Hughes	Richard
Hughes	Richard
Hughes	Richard
Hughes	Richard
Hughes	Richard
Hughes	Richard
Hughes	Richardi
Hughes	Richardus
Hughes	Richardus
Hughes	Robert
Hughes	Robert
Hughes	Robert
Hughes	Robert
Hughes	Robert
Hughes	Robert
Hughes	Robert
Hughes	Robert
Hughes	Robert
Hughes	Robert Edward
Hughes	Roger
Hughes	Roger
Hughes	Rogerus
Hughes	Rowland
Hughes	Rowland
Hughes	Samuelus
Hughes	Serjeant
Hughes	Simon
Hughes	Simon
Hughes	Simon
Hughes	Simon
Hughes	Simon
Hughes	Simon
Hughes	Simon
Hughes	Simon
Hughes	Simon
Hughes	T
Hughes	Theophilus Mountjoy
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas Lewis
Hughes	Thomas Lewis
Hughes	Thomas Smart
Hughes	Thomas smart
Hughes	Thomas smart
Hughes	Willam
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	Willimi
Hughes alias Benner	Lodovicus
Hughes Saunders	David
Hughs	Charls
Hughs	Gulielmus
Hughs	Oliverr
Hugo	William
Hugueson	William
Huicke	Thomas
Huicke	Thomas
Huish	John
Huish	John
Huish	Willimus
Huishe	
Huishe	Willimus
Huite	Thomas
Huiys	unknown
Hukis	Henry
Hulbert	Henricus
Hulbert	Henricus
Hulbert	Robert
Hulbert	Robert
Hulberte	Johannes
Hulet	Thomas
Hulett	Johannes
Hulett	Johes
Hulines	Samuel
Hulinge	Philippus
Hull	Christopher
Hull	Christopher
Hull	Joannes
Hull	Johannes
Hull	Johannes
Hull	Johannes
Hull	Johannes
Hull	John
Hull	John
Hull	Josephus
Hull	Nicholaus
Hull	Richard
Hull	Thomas
Hull	Thomas
Hull	William
Hull	William
Hull	William
Hull	William
Hull	William
Hull	William
Hull	William
Hull	William
Hull	William
Hull	Williamus
Hull	Williamus
Hull	Willielmus
Hull	Willimi
Hull	Willimus
Hull	Willimus
Hullensis	Roberti
Hulley	Hugo
Hullier	Johannes
Hullwood	Johannes
Hulme	George
Hulme	Samuelis
Hulse	thomas
Hulse	Thomas
Hulse	Thomas
Hulse	thomas
Hulton	Edward
Hulton	Edward
Hulton	Edward
Hulton	Edward
Hulton	Johannes
Hulton	Johannes
Hulton	Johannes
Hulton	John
Hulton	Ralph
Hulton	Robert
Hulton	Robertus
Hulton	Robertus
Hulyard	Robertus
Hulynge	Philippi
Hum'	Robert
Humbleton	Thomas
Humburne	Johannes
Hume	Alexandri
Hume	Francis Herbert
Hume	George
Hume	Georgius
Hume	Gulielmus
Hume	Gulielmus
Hume	Jacobus
Hume	Jacobus
Hume	James
Hume	James John
Hume	James John
Hume	James John
Hume	James John
Hume	James John
Hume	James John
Hume	Johannes
Hume	John
Hume	John
Hume	John
Hume	John
Hume	John
Hume	John
Hume	John
Hume	John
Hume	John
Hume	John
Hume	John
Hume	John
Hume	John
Hume	John
Hume	John
Hume	Nathanael
Hume	Nathanael
Hume	Nathanael
Hume	Nathanael
Hume	Nathanael
Hume	Nathanael
Hume	Nathanael
Hume	Nathanael
Hume	Nathanael
Hume	Nathaniel
Hume	Robertus
Hume	Thomas Henry
Hume	Thomas Henry
Hume	Thomas Henry
Hume	Thomas Henry
Hume	Thomas Henry
Hume	Thomas Henry
Hume	Thomas Henry
Hume	William
Hume	William
Humes	Johannes
Humes	unknown
Humfrey	Davidus
Humfrey	Gulielmus
Humfrey	Johannes
Humfrey	John
Humfrey	John
Humfrey	Laurentius
Humfrey	Lebbeus Charles
Humfrey	Lebeus Charles
Humfrey	Nathaniel
Humfrey	Nicholas
Humfrey	Nicholas
Humfrey	Richard
Humfrey	Richard
Humfrey	William
Humfrey	William Cave
Humfrey	Willimus
Humfreyes	Willimus
Humfreys	Johannes
Humfreys	Willimus
Humfryes	Hugo
Humpeys	Carolus
Humpheries	David
Humphrey	Hugo
Humphrey	William
Humphrey	William Green
Humphreye	Hugo
Humphreys	Arthur
Humphreys	Arthuris
Humphreys	Arthuris
Humphreys	Charles
Humphreys	Charles
Humphreys	Cornelius
Humphreys	David
Humphreys	David
Humphreys	Enianus
Humphreys	Enion
Humphreys	Enion
Humphreys	Evan
Humphreys	Evan
Humphreys	Evan
Humphreys	Evan
Humphreys	Evan
Humphreys	Evan
Humphreys	Evanus
Humphreys	Hugh
Humphreys	Hugh
Humphreys	Hugh
Humphreys	Humphredus
Humphreys	Humphrey
Humphreys	Humphrey
Humphreys	Humphrey
Humphreys	Humphrey
Humphreys	Humphrey
Humphreys	Humphrey
Humphreys	Humphrey
Humphreys	Humphrey
Humphreys	Humphrey
Humphreys	Humphrey
Humphreys	Humphrey
Humphreys	Humphrey
Humphreys	Humphry
Humphreys	Johannes
Humphreys	Johannes
Humphreys	Johannes
Humphreys	Johannes
Humphreys	Johannes
Humphreys	Johannes
Humphreys	John
Humphreys	John
Humphreys	John
Humphreys	John
Humphreys	John Bishop
Humphreys	Joseph
Humphreys	Joseph
Humphreys	Nathanaelus
Humphreys	Rich'us
Humphreys	Rich'us
Humphreys	Robert
Humphreys	Roger
Humphreys	Roger
Humphreys	Thomae
Humphreys	Thomae
Humphreys	Thomas
Humphreys	Thomas
Humphreys	Thomas
Humphreys	Thomas
Humphreys	Thomas
Humphreys	Thomas
Humphreys	Thomas
Humphreys	Thomas
Humphreys	Thomas
Humphreys	Thomas
Humphreys	Thomas
Humphreys	Thomas
Humphreys	Thomas
Humphreys	William
Humphreys	William Dobyns
Humphreys	William Dobyns
Humphridus	Butler
Humphries	Charles
Humphries	Laurence
Humphries	Laurence
Humphries	Thomas
Humphries	Thomas
Humphries	Thomas
Humphris	Thomas
Humphris	Thomas
Humphris	Thomas
Humphris	Thomas
Humphris	Thomas
Humphry	William
Humphrys	Francis
Humphrys	Roger
Humphrys	Roger
Hunden	Thomas
Hundes	Henry
Hundson	John
Hungerford	Johannes
Hungerford	Johannes
Hungerford	John ('sir')
Hungerford	Walterus
Hunn	Johannis
Hunsden	John
Hunsdon	John
Hunt	
Hunt	
Hunt	Abrahamus
Hunt	Abrahamus
Hunt	Alexander
Hunt	Anthonius
Hunt	Antonius
Hunt	Benjamin
Hunt	Christopheri
Hunt	Dodington
Hunt	Dodington
Hunt	Dodington
Hunt	Edward
Hunt	Edward
Hunt	Eusebius
Hunt	Francis
Hunt	Francis
Hunt	Franciscus
Hunt	George
Hunt	George
Hunt	Georgii
Hunt	Georgius
Hunt	Georgius
Hunt	Gulielmi
Hunt	Gulielmus
Hunt	Gulielmus
Hunt	Gulielmus
Hunt	Gulielmus
Hunt	Gulielmus
Hunt	Gulielmus
Hunt	Gulielmus
Hunt	Henrici
Hunt	Henricus
Hunt	Henricus
Hunt	Henricus
Hunt	Henricus
Hunt	Henry
Hunt	James
Hunt	James
Hunt	Johannes
Hunt	Johannes
Hunt	Johannes
Hunt	Johannes
Hunt	Johannes
Hunt	Johannes
Hunt	Johannes
Hunt	Johannes
Hunt	Johannis
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	Joseph
Hunt	Josephus
Hunt	Matthew
Hunt	Michael
Hunt	Michael
Hunt	not given
Hunt	Othonis
Hunt	Philip
Hunt	Philip
Hunt	Philip
Hunt	Philip
Hunt	Philip
Hunt	Philip
Hunt	Ricardus
Hunt	Ricardus
Hunt	Richard
Hunt	Richard
Hunt	Richard
Hunt	Richard
Hunt	Richard
Hunt	Richard
Hunt	Richardus
Hunt	Richardus
Hunt	Robert
Hunt	Robert
Hunt	Robert
Hunt	Robertus
Hunt	Samuelis
Hunt	Stephen
Hunt	Thomas
Hunt	Thomas
Hunt	Thomas
Hunt	Thomas
Hunt	Thomas
Hunt	Thomas
Hunt	Thomas
Hunt	Thomas
Hunt	Thomas
Hunt	Thomas
Hunt	Thome
Hunt	unknown
Hunt	Wilhelmus
Hunt	Wilhelmus
Hunt	Wilhelmus
Hunt	William
Hunt	William
Hunt	William
Hunt	William
Hunt	William
Hunt	William
Hunt	William
Hunt	Willimus
Hunt	Willimus
Hunt	Willimus
Hunt	Willimus
Hunt	Willimus
Hunt	Willimus
Huntbatch	John
Hunte	Henry
Hunte	Johannes
Hunte	Stephen
Hunte	Thomas
Hunte	Thomas
Hunte	Thomas
Hunte	Thomas
Hunte	Thomas
Hunte	Thomas
Hunte	Thomas
Hunte	Willelmus
Hunte	William
Hunteley	Ricardi
Hunter	Athonius
Hunter	Christopheri
Hunter	George
Hunter	Henry
Hunter	Henry
Hunter	Henry
Hunter	Henry
Hunter	Henry
Hunter	Henry
Hunter	Henry
Hunter	Henry
Hunter	Jacobus
Hunter	Jacobus
Hunter	Johannes
Hunter	Johannes
Hunter	Johannis
Hunter	John
Hunter	John
Hunter	John
Hunter	John
Hunter	Jonathon
Hunter	Matthew
Hunter	Matthew
Hunter	Oliver
Hunter	Petrus
Hunter	Petrus
Hunter	Ralph Bates
Hunter	Robert
Hunter	Robert
Hunter	Robertus
Hunter	Samuel
Hunter	Samuel
Hunter	Samuel
Hunter	Thomas
Hunter	Thomas
Hunter	Thomas
Hunter	Thomas
Hunter	Thomas
Hunter	tThomas
Hunter	William
Hunter	William
Hunter	William
Hunter	William
Hunter	William
Hunter	William
Hunter	William
Hunter	William
Hunter	William
Hunter	William
Hunter	William
Hunter	William
Hunter	William
Huntingdon	Dionysy
Huntingdon	Frampton
Huntingdon	Frampton
Huntingdon	Isaac
Huntingdon	Johannes
Huntingdon	Johannes
Huntingdon	Johannes
Huntingdon	William
Huntingdon	William
Huntingford	
Huntingford	George Isaac
Huntingford	George isaac
Huntingford	George Isaac
Huntingford	George Isaac
Huntingford	George Isaac
Huntingford	George Isaac
Huntingford	Thomas
Huntingford	Thomas
Huntingford	Thomas
Huntington	Benjamin
Huntington	Dionysius
Huntington	Dyonisius
Huntington	Johannes
Huntington	John
Huntington	John
Huntington	John
Huntington	Ricardi
Huntington	Robert
Huntington	Roberti
Huntley	George
Huntley	George
Huntley	James Webster
Huntley	James Webster
Huntley	John
Huntley	Ricardi
Huntley	Ricardus
Huntley	Richard
Huntley	Richard
Huntley	Richard
Huntley	Richard
Huntley	Richard
Huntley	Richard
Huntley	Richard
Huntley	Richard
Huntley	Richard
Huntley	Richard
Huntley	Richard
Huntley	Ricus
Huntley	Samuel
Huntley	Samuel
Huntley	Wadham
Huntley	Wadham
Huntley	Wcks
Huntley	Wicks
Huntley	Wyckes
Huntley	Wycks
Huntley	Wykes
Huntleye	Johnis
Huntly	Johannes
Huntly	Richardus
Hunton	Johannes
Hunton	John Raper
Hunton	Robert
Hunton	Willimus
Huntson	Milo
Huntt	Anthonius
Huntte	Anthonius
Huntyfyld	Richard
Hunward	Ranulph
Hupsman	Augustus Thomas
Hupsman	Augustus Thomas
Hupsman	Augustus Thomas
Hupsman	Augustus Thomas
