		C	P	P		1003460	7006177
		C	P	P		1007191	7006178
		C	P	P		1003460	7006181
		C	P	P		1003460	7006183
		C	P	P		1003460	7006184
		C	P	P		1003460	7006185
		C	P	P		7003164	7006186
		C	P	P		1003460	7006188
		C	P	P		1003460	7006189
		C	N	P		7024113	7006189
		C	P	P		1003460	7006190
		C	P	P		7003164	7006191
		C	P	P		7003164	7006192
		C	P	P		7003164	7006194
		C	P	P		7003164	7006195
		H	N	P		7024113	7006195
		C	P	P		7006197	7006196
		C	P	P		7003164	7006197
		C	P	P		7003165	7006198
		C	P	P		7003165	7006200
		C	P	P		7003165	7006201
		C	P	P		7003165	7006202
		C	P	P		7003165	7006204
		C	P	P		7003165	7006205
		C	P	P		7003165	7006206
		C	P	P		7003165	7006207
		C	P	P		7003165	7006242
		C	P	P		1003473	7006245
		C	P	P		1003473	7006293
		C	P	P		7003166	7006294
		C	P	P		7003166	7006295
		C	P	P		7003166	7006296
		C	P	P		7003166	7006299
		C	P	P		7003166	7006300
		C	P	P		7003166	7006301
		C	P	P		7003166	7006302
		C	P	P		7003166	7006303
		C	P	P		7003166	7006304
		C	P	P		7003166	7006305
		H	N	P		7024113	7006305
		C	P	P		7003167	7006306
		C	P	P		7003167	7006307
		C	P	P		7003167	7006308
		C	P	P		7003162	7006309
		C	P	P		7003166	7006310
		C	P	P		7003168	7006312
		C	P	P		7003168	7006313
		C	P	P		7003168	7006314
		C	P	P		7003168	7006315
		C	P	P		7003168	7006317
		C	P	P		7003168	7006318
		C	P	P		7003168	7006319
		C	P	P		7003168	7006320
		C	P	P		7003168	7006321
		C	P	P		7003168	7006322
		C	P	P		7003168	7006323
		C	P	P		7003168	7006324
		C	P	P		7003168	7006325
		C	P	P		7003168	7006326
		C	P	P		7003163	7006327
		C	P	P		7003168	7006328
		C	P	P		7009760	7006329
		C	P	P		7003168	7006330
		C	P	P		7003168	7006331
		C	P	P		7003168	7006332
		C	P	P		7003168	7006333
		C	P	P		7003168	7006334
		C	P	P		7003168	7006335
		C	P	P		7003168	7006336
		C	P	P		7003168	7006337
		C	P	P		7003168	7006338
		C	P	P		7003168	7006339
		C	P	P		7003168	7006341
		C	P	P		7003168	7006344
		H	N	P		7024113	7006344
		C	P	P		7003168	7006345
		C	P	P		7003168	7006346
		C	P	P		7003163	7006520
		C	P	P		7009760	7006522
		C	P	P		7003163	7006523
		C	P	P		7003162	7006524
		C	P	P		7003168	7006526
		H	N	P		7024113	7006526
		C	P	P		7003163	7006528
		C	P	P		7003163	7006530
		C	P	P		7009760	7006531
		C	P	P		7009760	7006533
		C	P	P		7003162	7006537
		C	P	P		7003163	7006539
		C	P	P		7003163	7006543
		C	P	P		7003163	7006544
		C	P	P		7003163	7006547
		C	P	P		7003163	7006548
		C	P	P		7003163	7006555
		C	P	P		7003163	7006556
		C	P	P		7003163	7006565
		C	P	P		7003163	7006573
		C	P	P		7003163	7006574
		C	P	P		7003163	7006575
		C	P	P		7003163	7006579
		C	P	P		7003163	7006581
		C	P	P		7009760	7006582
		C	P	P		1003460	7006584
		C	P	P		1003460	7006588
		C	P	P		7003163	7006589
		C	P	P		7003166	7006590
		C	P	P		7003168	7006591
		C	P	P		7003163	7006592
		C	P	P		7003168	7007728
		C	P	P		7003162	7007731
		C	P	P		7003163	7008397
		C	P	P		7003163	7008555
		C	P	P		7003163	7008900
		C	P	P		1003460	7009080
part of new kingdom of Italy from 1861	9999	C	P	P	1861	1000080	7009760
		C	P	P		7003163	7009957
		C	P	P		7003163	7010020
		C	P	P		1003460	7010381
		C	P	P		7003168	7010394
		C	P	P		7003168	7011179
