		C	P	P		7008095	1113722
		C	P	P		7008095	1114929
		C	P	P		7008095	1114946
		C	P	P		7008095	1115017
		C	P	P		7008095	1115063
		C	P	P		7008095	4009644
		C	P	P		7008095	5000464
		C	P	P		7008095	7009897
		C	P	P		7029508	5000464
		C	P	P		2011250	2011252
		C	P	P		1002858	2221247
		C	P	P		7002445	7026512
		C	P	P		7026512	1029381
		C	P	P		7026512	7010403
		C	P	P		7026512	7027478
	0	C	P	P	0	7002396	1003565
		C	P	P		1001112	1094353
		C	N	P		1000201	7029588
		C	P	P		1001097	7029588
		H	N	P		7029585	7029588
		C	P	P		7011731	7007481
		C	P	P		7004723	7024692
		C	P	P		7007706	7029620
		C	P	P		1002776	2505932
		C	P	P		7008117	7029622
		C	P	P		7023902	2025018
		C	P	P		2025018	2025019
		C	P	P		7023902	2747648
		C	P	P		7003627	4006745
		C	P	P		7003627	7029799
		C	P	P		7002396	7029807
		C	P	P		7002396	7029808
		C	P	P		7002396	7025560
		C	N	P		7018749	7025560
since when has this not been working	9999	C	P	P	-100	7002396	6002114
		C	P	P		7018181	7029863
		C	P	P		7018181	7029864
		C	P	P		7008166	7030097
		C	P	P		7008166	4012163
		C	P	P		7008118	4009207
		C	P	P		7008118	7029293
		C	P	P		7008160	1030983
		C	P	P		7008160	7030185
		C	P	P		1001083	7001447
		C	P	P		1001418	1100518
		C	P	P		1000001	1132107
		C	P	P		7006450	2786519
		C	P	P		7024622	1063547
		C	P	P		7024622	1063545
		C	P	P		7017300	7031400
		C	P	P		7017309	1101793
		C	P	P		2000092	1110275
		C	P	P		2000092	2640402
		C	P	P		1001977	7029373
		C	P	P		7029373	1003948
		C	P	P		7029373	1004018
		C	P	P		7029373	1004034
		C	P	P		7029373	1004237
		C	P	P		7029373	1004260
		C	P	P		7029373	1004859
		C	P	P		7029373	1005621
		C	P	P		7029373	1005686
		C	P	P		7029373	1005712
		C	P	P		7029373	1005741
		C	P	P		7029373	1116105
		C	P	P		7029373	7010431
		C	P	P		7001491	7029376
		C	P	P		7002396	6005901
		C	P	P		7002396	7030210
		C	N	P		6000234	7030210
		C	P	P		7000507	1113185
		C	P	P		7000507	7030602
		C	P	P		1000808	1079538
		C	P	P		1000808	1079594
		C	P	P		7002396	6006046
		C	N	P		7021554	6006046
		C	P	P		7002396	7018690
		C	P	P		7008134	7030016
		C	P	P		7008134	6001470
		C	P	P		7019038	7029852
		C	P	P		7019038	4001247
		C	P	P		7019038	7029908
		C	P	P		7019038	4002247
		C	P	P		7008103	7024773
		C	P	P		7008103	1030535
		C	P	P		7003635	7029598
		C	P	P		1006988	7006757
		H	P	P		4012792	7024625
		C	P	P		7015509	7009946
		C	P	P		7019020	4008171
		C	P	P		7019020	7026700
		C	P	P		7008132	5000807
		C	P	P		7008132	7026770
		C	P	P		7008116	4007842
		C	P	P		7008116	7029236
		C	P	P		7008117	7010086
		C	P	P		7008117	7029222
